,h,range,ip,des,diameter,last_obs_jd,id,fullname,ps_cum,ps_max,n_imp,ts_max,last_obs,v_inf
487,29.84,2081-2081,1.740e-09,2017 RW17,0.0036,2458011.5,bK17R17W,(2017 RW17),-11.08,-11.08,1,0,2017-09-15,13.79
488,29.51,2033-2119,9.6204314e-05,2016 LP10,0.00423,2457548.5,bK16L10P,(2016 LP10),-6.02,-6.43,36,0,2016-06-09,15.5503670147266
489,24.06,2063-2122,8.8886102e-06,2020 JK,0.0523,2458974.5,bK20J00K,(2020 JK),-4.60,-5.46,50,0,2020-05-05,18.6415437891517
490,26.32,2063-2121,4.2869239e-05,2020 KN2,0.018,2459003.5,bK20K02N,(2020 KN2),-5.02,-5.04,24,0,2020-06-03,7.88058449696296
491,28.09,2101-2101,4.803e-06,2021 HY9,0.0082,2459326.5,bK21H09Y,(2021 HY9),-7.03,-7.03,1,0,2021-04-22,10.27
492,28.78,2103-2122,2.4346995e-06,2021 JB6,0.0059,2459347.5,bK21J06B,(2021 JB6),-7.78,-8.31,12,0,2021-05-13,8.58465315534833
493,29.18,2042-2060,1.8347e-06,2019 TD,0.0049,2458763.5,bK19T00D,(2019 TD),-7.57,-7.76,2,0,2019-10-07,9.78847440998528
494,30.62,2121-2121,4.525e-08,2016 JS5,0.0025,2457513.5,bK16J05S,(2016 JS5),-10.18,-10.18,1,0,2016-05-05,16.71
495,25.35,2041-2041,7.219e-07,2008 EV84,0.029,2454537.5,bK08E84V,(2008 EV84),-5.76,-5.76,1,0,2008-03-12,12.92
496,29.06,2060-2121,5.4256299e-05,2017 RN16,0.0052,2458016.5,bK17R16N,(2017 RN16),-6.51,-6.67,63,0,2017-09-20,8.13510736882366
497,28.56,2080-2124,0.0009742776,2022 RD2,0.0066,2459875.5,bK22R02D,(2022 RD2),-5.20,-5.81,101,0,2022-10-23,0.41075813505309
498,26.03,2040-2040,8.7477e-08,2020 GZ1,0.021,2458943.5,bK20G01Z,(2020 GZ1),-6.57,-6.60,2,0,2020-04-04,28.2411813390949
499,28.00,2104-2116,5.397802e-05,2010 CS19,0.0085,2455247.5,bK10C19S,(2010 CS19),-6.06,-6.10,8,0,2010-02-20,6.81944644134779
500,27.22,2083-2117,7.636124e-06,2017 TA5,0.012,2458041.5,bK17T05A,(2017 TA5),-6.39,-6.88,16,0,2017-10-15,10.7398283422323
501,22.27,2113-2113,1.273e-08,2022 EE3,0.12,2459669.5,bK22E03E,(2022 EE3),-6.40,-6.40,1,0,2022-03-31,27.78
502,28.83,2047-2054,2.97974e-06,2022 FZ3,0.0058,2459672.5,bK22F03Z,(2022 FZ3),-7.12,-7.22,4,0,2022-04-03,8.25505909911603
503,26.78,2083-2083,7.255e-08,2020 DO2,0.015,2458904.5,bK20D02O,(2020 DO2),-7.74,-7.74,1,0,2020-02-25,22.86
504,26.83,2107-2117,3.317964e-07,2020 DN3,0.015,2458913.5,bK20D03N,(2020 DN3),-7.53,-7.85,4,0,2020-03-05,13.887182501076
505,29.26,2093-2093,3.846e-08,2007 EK,0.0048,2454172.5,bK07E00K,(2007 EK),-9.70,-9.70,1,0,2007-03-13,8.33
506,30.16,2031-2031,3.610e-05,2008 VM,0.0032,2454773.5,bK08V00M,(2008 VM),-6.05,-6.05,1,0,2008-11-03,10.28
507,24.55,2110-2119,2.29213e-08,2004 FM4,0.042,2453095.5,bK04F04M,(2004 FM4),-7.60,-7.84,3,0,2004-03-31,14.8161227330038
508,27.23,2082-2121,2.743022e-05,2005 TA,0.012,2453648.5,bK05T00A,(2005 TA),-6.08,-6.68,80,0,2005-10-05,4.81158767702191
509,28.75,2099-2115,6.7715e-07,2018 BP3,0.006,2458146.5,bK18B03P,(2018 BP3),-8.36,-8.43,2,0,2018-01-28,6.92121612641217
510,27.12,2081-2121,4.96608258e-05,2018 EV3,0.013,2458190.5,bK18E03V,(2018 EV3),-5.58,-5.64,13,0,2018-03-13,12.5815005174964
511,25.59,2101-2119,2.102936e-06,2019 PG,0.026,2458720.5,bK19P00G,(2019 PG),-6.34,-6.53,5,0,2019-08-25,7.20835709693495
512,26.76,2088-2088,8.364e-09,2015 BP513,0.015,2457051.5,bK15Bp3P,(2015 BP513),-9.16,-9.16,1,0,2015-01-29,7.49
513,27.66,2052-2114,6.26790848e-05,2015 BW516,0.0099,2457050.5,bK15Bp6W,(2015 BW516),-5.32,-5.62,6,0,2015-01-28,11.4862687408607
514,29.68,2088-2118,1.21796e-06,2018 XX3,0.0039,2458477.5,bK18X03X,(2018 XX3),-8.52,-8.63,3,0,2018-12-25,4.41
515,30.58,2070-2121,1.290591e-05,2020 XK1,0.0026,2459191.5,bK20X01K,(2020 XK1),-7.89,-8.50,41,0,2020-12-08,5.83202609502159
516,26.43,2079-2121,5.036176e-06,2019 MT2,0.0176,2458671.5,bK19M02T,(2019 MT2),-6.21,-6.63,13,0,2019-07-07,11.3649753662303
517,25.61,2069-2072,2.5383e-06,2012 LJ,0.026,2456088.5,bK12L00J,(2012 LJ),-5.67,-5.67,2,0,2012-06-10,18.6811196470078
518,27.22,2100-2119,1.54697e-06,2012 SU9,0.012,2456194.5,bK12S09U,(2012 SU9),-7.13,-7.37,4,0,2012-09-24,10.8557467177773
519,25.65,2084-2084,1.611e-07,2017 JG3,0.025,2457894.5,bK17J03G,(2017 JG3),-7.27,-7.27,1,0,2017-05-21,8.71
520,27.18,2100-2100,8.106e-08,2010 XX,0.012,2455540.5,bK10X00X,(2010 XX),-8.42,-8.42,1,0,2010-12-10,8.64
521,28.42,2059-2122,2.1284891e-06,2007 FP3,0.007,2454180.5,bK07F03P,(2007 FP3),-7.50,-7.97,27,0,2007-03-21,9.65003545284775
522,26.14,2089-2122,3.318462e-06,2011 BU59,0.02,2455599.5,bK11B59U,(2011 BU59),-6.27,-6.61,20,0,2011-02-07,11.3161338927491
523,25.58,2051-2051,7.858e-08,2011 EC,0.026,2455626.5,bK11E00C,(2011 EC),-7.26,-7.26,1,0,2011-03-06,6.83
524,29.12,2035-2065,0.00059737306,2016 EO28,0.0051,2457463.5,bK16E28O,(2016 EO28),-4.63,-4.65,35,0,2016-03-16,6.98175899612882
525,28.64,2034-2095,9.2426e-07,2011 AZ22,0.00635,2455572.5,bK11A22Z,(2011 AZ22),-7.22,-7.27,4,0,2011-01-11,12.5005208491117
526,28.28,2042-2122,0.0016384715592,2015 YJ,0.0075,2457375.5,bK15Y00J,(2015 YJ),-4.05,-4.28,119,0,2015-12-19,16.34731253167
527,25.14,2072-2072,3.627e-08,2016 BQ15,0.032,2457425.5,bK16B15Q,(2016 BQ15),-7.21,-7.21,1,0,2016-02-07,21.02
528,27.35,2072-2094,1.041072e-07,2016 FA14,0.011,2457483.5,bK16F14A,(2016 FA14),-8.01,-8.21,5,0,2016-04-05,15.2045797024605
529,28.40,2056-2056,5.226e-08,2019 UT5,0.0071,2458785.5,bK19U05T,(2019 UT5),-8.63,-8.85,2,0,2019-10-29,14.4239494833525
530,26.69,2102-2102,6.348e-09,2020 SC,0.016,2459112.5,bK20S00C,(2020 SC),-8.91,-8.91,1,0,2020-09-20,21.90
531,27.00,2051-2119,1.01364351e-05,2019 DX,0.013,2458545.5,bK19D00X,(2019 DX),-6.08,-6.33,23,0,2019-03-03,12.3923376011158
532,28.42,2096-2121,4.66186e-06,2020 AC1,0.007,2458862.5,bK20A01C,(2020 AC1),-7.40,-8.03,14,0,2020-01-14,6.24867008018259
533,29.38,2079-2111,8.8125e-06,2013 XS21,0.0045,2456640.5,bK13X21S,(2013 XS21),-7.41,-7.67,12,0,2013-12-14,7.50346106099291
534,26.21,2078-2120,1.95358e-06,2014 QN266,0.019,2456959.5,bK14QQ6N,(2014 QN266),-6.63,-6.77,7,0,2014-10-29,2.84821845022983
535,28.67,2057-2111,5.141637e-05,2015 BE511,0.00628,2457050.5,bK15Bp1E,(2015 BE511),-6.09,-6.23,9,0,2015-01-28,9.86044586578166
536,28.20,2086-2114,1.291812e-07,2015 HE183,0.0078,2457138.5,bK15HI3E,(2015 HE183),-8.48,-8.49,3,0,2015-04-26,13.5788495384777
537,27.30,2078-2078,1.308e-06,2008 UA92,0.012,2454769.5,bK08U92A,(2008 UA92),-7.13,-7.13,1,0,2008-10-30,8.38
538,27.29,2061-2120,4.5181614e-06,2006 UQ216,0.012,2454040.5,bK06UL6Q,(2006 UQ216),-6.83,-7.16,23,0,2006-11-01,3.73203516678266
539,26.16,2072-2122,0.0001932788727,2008 EZ84,0.02,2454540.5,bK08E84Z,(2008 EZ84),-4.37,-4.67,16,0,2008-03-15,7.91442385443404
540,26.29,2071-2102,0.00010780762,2010 JH110,0.019,2455365.5,bK10JB0H,(2010 JH110),-4.83,-4.97,5,0,2010-06-18,8.06986708546205
541,26.10,2029-2086,5.5836e-08,2008 HC38,0.02,2454594.5,bK08H38C,(2008 HC38),-6.65,-6.66,3,0,2008-05-08,14.0526685292643
542,24.03,2094-2106,2.3785e-07,2009 WQ25,0.053,2455162.5,bK09W25Q,(2009 WQ25),-6.16,-6.25,2,0,2009-11-27,16.8860227033845
543,29.68,2092-2121,0.000245646181,2020 BB5,0.0039,2458879.5,bK20B05B,(2020 BB5),-6.16,-6.18,16,0,2020-01-31,8.82074171607008
544,27.25,2044-2052,3.986527e-05,2019 JO1,0.012,2458613.5,bK19J01O,(2019 JO1),-5.00,-5.03,3,0,2019-05-10,18.228488273126
545,24.17,2095-2118,5.5689e-06,2019 FE,0.05,2458613.5,bK19F00E,(2019 FE),-5.12,-5.16,3,0,2019-05-10,9.92967569897107
546,26.43,2073-2111,8.682944e-06,2007 EO88,0.018,2454177.5,bK07E88O,(2007 EO88),-5.93,-6.46,22,0,2007-03-18,10.9533543772711
547,28.79,2089-2122,0.00039570904,2007 UN12,0.0059,2459227.5,bK07U12N,(2007 UN12),-5.68,-6.16,27,0,2021-01-13,1.5672916701625
548,23.26,2030-2113,1.8735353e-06,2007 KO4,0.0756,2454245.5,bK07K04O,(2007 KO4),-4.40,-4.91,35,0,2007-05-25,13.7771406826442
549,26.66,2076-2122,1.647837e-06,2022 GF17,0.016,2459679.5,bK22G17F,(2022 GF17),-6.72,-7.01,9,0,2022-04-10,15.7386743895179
550,25.59,2109-2116,7.073907e-06,2022 GU3,0.026,2459703.5,bK22G03U,(2022 GU3),-5.76,-5.77,4,0,2022-05-04,8.40051619706055
551,23.77,2079-2079,1.931e-06,2006 QN111,0.06,2453981.5,bK06QB1N,(2006 QN111),-5.20,-5.20,1,0,2006-09-03,10.55
552,29.31,2060-2067,9.736e-07,2006 BO7,0.0047,2453759.5,bK06B07O,(2006 BO7),-8.04,-8.23,2,0,2006-01-24,9.8268714050945
553,27.10,2035-2072,3.8642e-07,2016 LE10,0.013,2457548.5,bK16L10E,(2016 LE10),-7.22,-7.52,3,0,2016-06-09,12.6309981367424
554,27.74,2084-2103,1.388231e-05,2017 QM33,0.0096,2457995.5,bK17Q33M,(2017 QM33),-6.08,-6.12,9,0,2017-08-30,17.6161809309834
555,21.52,2111-2111,8.020e-07,2024 QP2,0.17,2460757.5,bK24Q02P,(2024 QP2),-4.74,-4.74,1,0,2025-03-23,9.53
556,25.78,2119-2119,5.235e-07,2018 GS3,0.024,2458228.5,bK18G03S,(2018 GS3),-6.70,-6.70,1,0,2018-04-20,19.99
557,24.84,2083-2083,1.243e-06,2011 BF40,0.037,2455595.5,bK11B40F,(2011 BF40),-5.70,-5.70,1,0,2011-02-03,18.50
558,25.45,2031-2119,1.7299071e-06,2011 BP40,0.0276,2455596.5,bK11B40P,(2011 BP40),-5.76,-6.16,29,0,2011-02-04,3.45759326497937
559,25.40,2039-2091,9.5921e-08,2013 RR43,0.028,2456559.5,bK13R43R,(2013 RR43),-6.75,-7.04,5,0,2013-09-24,19.0435734614944
560,28.50,2119-2119,3.712e-07,2016 SX1,0.0067,2457662.5,bK16S01X,(2016 SX1),-8.63,-8.63,1,0,2016-10-01,2.70
561,22.77,2077-2077,6.568e-09,2015 HL182,0.094,2457134.5,bK15HI2L,(2015 HL182),-6.86,-6.86,1,0,2015-04-22,21.27
562,22.55,2099-2099,1.171e-08,2015 RD36,0.1,2457302.5,bK15R36D,(2015 RD36),-6.34,-6.34,1,0,2015-10-07,36.46
563,28.36,2095-2122,8.72363e-06,2015 YM1,0.0072,2457394.5,bK15Y01M,(2015 YM1),-7.01,-7.18,15,0,2016-01-07,6.81214121873578
564,27.29,2078-2078,5.454e-08,2014 WR362,0.012,2456988.5,bK14Wa2R,(2014 WR362),-8.38,-8.38,1,0,2014-11-27,12.07
565,24.86,2078-2113,1.0607e-08,2015 FH37,0.036,2457107.5,bK15F37H,(2015 FH37),-7.92,-8.02,2,0,2015-03-26,18.3047572357877
566,26.23,2119-2119,1.4018e-06,2018 XF2,0.019,2458494.5,bK18X02F,(2018 XF2),-6.78,-7.02,2,0,2019-01-11,9.90586959623342
567,27.15,2060-2107,4.093e-09,2005 WY,0.013,2453701.5,bK05W00Y,(2005 WY),-9.42,-9.46,2,0,2005-11-27,8.13627168336184
568,28.12,2067-2120,3.80088e-06,2019 BX1,0.0081,2458519.5,bK19B01X,(2019 BX1),-7.23,-7.58,7,0,2019-02-05,3.8948827113721
569,28.59,2118-2118,4.766e-06,2017 FL64,0.0065,2457844.5,bK17F64L,(2017 FL64),-7.56,-7.56,1,0,2017-04-01,2.43
570,24.42,2058-2111,9.87423e-07,2009 CZ1,0.044,2454867.5,bK09C01Z,(2009 CZ1),-5.44,-5.67,3,0,2009-02-05,17.8765610786866
571,26.96,2065-2112,5.586e-08,1993 HP1,0.014,2449104.5,bJ93H01P,(1993 HP1),-8.40,-8.60,2,0,1993-04-27,9.73497672753312
572,27.69,2069-2121,4.83525016e-05,2012 BU1,0.0098,2455951.5,bK12B01U,(2012 BU1),-5.88,-6.36,34,0,2012-01-25,8.96469816874997
573,25.71,2096-2115,1.2016159e-06,2012 CL17,0.0242,2455968.5,bK12C17L,(2012 CL17),-6.20,-6.68,16,0,2012-02-11,21.4870161563275
574,26.40,2072-2073,7.72e-09,2018 CK,0.018,2458165.5,bK18C00K,(2018 CK),-8.68,-8.74,2,0,2018-02-16,14.4149378238342
575,27.82,2083-2122,0.0006577992,2018 NJ,0.0093,2458340.5,bK18N00J,(2018 NJ),-4.79,-4.80,29,0,2018-08-10,5.85063143220606
576,28.81,2070-2122,0.00464635719,2020 CQ1,0.0059,2458913.5,bK20C01Q,(2020 CQ1),-4.32,-4.33,50,0,2020-03-05,4.90024764146468
577,29.12,2082-2088,2.67668e-06,2016 FC1,0.0051,2457465.5,bK16F01C,(2016 FC1),-7.52,-7.65,4,0,2016-03-18,15.1851976328885
578,25.45,2065-2072,2.367101e-06,2022 HO2,0.028,2459699.5,bK22H02O,(2022 HO2),-5.63,-5.63,3,0,2022-04-30,15.4799362046655
579,28.36,2071-2122,4.1370483e-05,2008 GM2,0.0072,2454570.5,bK08G02M,(2008 GM2),-6.42,-7.36,61,0,2008-04-14,4.61630448211108
580,29.57,2091-2111,8.2957e-07,2008 JL24,0.0041,2454602.5,bK08J24L,(2008 JL24),-8.69,-9.04,6,0,2008-05-16,2.72814120568487
581,23.04,2055-2055,1.150e-08,2008 GV,0.084,2454562.5,bK08G00V,(2008 GV),-6.54,-6.54,1,0,2008-04-06,19.67
582,27.82,2086-2122,1.847666e-06,2016 EG28,0.00928,2457463.5,bK16E28G,(2016 EG28),-7.17,-7.42,6,0,2016-03-16,14.6575649495093
583,27.84,2044-2119,4.06261e-07,2016 EL1,0.00914,2457450.5,bK16E01L,(2016 EL1),-7.63,-8.20,10,0,2016-03-03,19.9205545449846
584,28.56,2065-2121,0.001360384231,2016 VB1,0.0066,2457700.5,bK16V01B,(2016 VB1),-4.90,-5.45,180,0,2016-11-08,5.45382338055784
585,27.90,2084-2116,2.6645e-07,2016 WQ1,0.0089,2457746.5,bK16W01Q,(2016 WQ1),-8.25,-8.60,6,0,2016-12-24,7.67416138112216
586,29.03,2107-2107,2.4022e-08,2016 WW2,0.0053,2457716.5,bK16W02W,(2016 WW2),-9.83,-9.91,2,0,2016-11-24,10.0183798184997
587,25.98,2048-2122,1.64084499e-05,2005 AU3,0.0215,2453385.5,bK05A03U,(2005 AU3),-5.37,-6.09,64,0,2005-01-15,14.4054013679866
588,26.18,2055-2066,2.987e-07,2013 XU21,0.02,2456640.5,bK13X21U,(2013 XU21),-6.90,-6.91,2,0,2013-12-14,11.0421694007365
589,27.05,2077-2122,1.102106e-06,2008 CB6,0.013,2454512.5,bK08C06B,(2008 CB6),-7.30,-7.73,5,0,2008-02-16,7.41013240105761
590,28.74,2090-2124,2.30292e-06,2024 XV3,0.00601,2460649.5,bK24X03V,(2024 XV3),-7.80,-7.93,5,0,2024-12-05,7.46167682767964
591,28.07,2117-2117,9.479e-07,2024 XE6,0.0082,2460650.5,bK24X06E,(2024 XE6),-7.58,-7.58,1,0,2024-12-06,18.11
592,27.40,2087-2121,2.476612e-05,2014 AD16,0.011,2456663.5,bK14A16D,(2014 AD16),-5.96,-5.96,5,0,2014-01-06,8.33010607232784
593,25.71,2093-2093,1.079e-07,2018 FY2,0.024,2458198.5,bK18F02Y,(2018 FY2),-7.21,-7.21,1,0,2018-03-21,19.77
594,25.56,2039-2039,6.265e-07,2008 XU2,0.026,2454834.5,bK08X02U,(2008 XU2),-5.98,-5.98,1,0,2009-01-03,9.93
595,23.93,2027-2088,6.28151e-08,2005 TM173,0.0553,2453654.5,bK05TH3M,(2005 TM173),-5.71,-5.74,6,0,2005-10-11,9.36335460741127
596,28.01,2092-2092,2.506e-10,2013 UJ5,0.0085,2456594.5,bK13U05J,(2013 UJ5),-11.21,-11.21,1,0,2013-10-29,10.85
597,27.95,2077-2077,9.070e-09,2025 FO2,0.0087,2460765.5,bK25F02O,(2025 FO2),-9.46,-9.46,1,0,2025-03-31,12.50
598,26.18,2059-2124,7.062591e-06,2025 DB15,0.02,2460757.5,bK25D15B,(2025 DB15),-5.79,-5.84,5,0,2025-03-23,6.39774683540361
599,28.10,2069-2125,3.47586772e-05,2025 EM,0.0081,2460756.5,bK25E00M,(2025 EM),-6.31,-6.89,116,0,2025-03-22,2.32202506670766
600,27.57,2051-2124,0.00012543321,2025 HX,0.01,2460789.5,bK25H00X,(2025 HX),-4.82,-4.83,6,0,2025-04-24,12.7801199953346
601,29.14,2077-2124,0.00099458362,2023 PZ,0.005,2460178.5,bK23P00Z,(2023 PZ),-5.38,-5.51,47,0,2023-08-22,1.07931571404725
602,28.21,2055-2120,0.0001002186766,2020 WD,0.0077,2459193.5,bK20W00D,(2020 WD),-5.88,-6.12,15,0,2020-12-10,5.68636930638735
603,30.27,2056-2119,2.3535263e-06,2020 DP14,0.003,2458896.5,bK20D14P,(2020 DP14),-8.39,-9.03,22,0,2020-02-17,6.43942633910656
604,25.48,2061-2122,8.3237543e-06,2011 CU46,0.027,2455604.5,bK11C46U,(2011 CU46),-5.35,-6.22,73,0,2011-02-12,16.1717403628793
605,24.67,2055-2122,1.977635e-07,2011 CW46,0.039,2455604.5,bK11C46W,(2011 CW46),-6.35,-6.71,9,0,2011-02-12,16.6037539788687
606,27.86,2111-2111,2.884e-09,2011 SC108,0.0091,2455831.5,bK11SA8C,(2011 SC108),-9.85,-9.85,1,0,2011-09-27,22.29
607,25.72,2110-2110,7.436e-08,2011 UR63,0.024,2455867.5,bK11U63R,(2011 UR63),-7.69,-7.69,1,0,2011-11-02,12.57
608,26.17,2086-2109,3.0756532e-06,2011 WN69,0.02,2455895.5,bK11W69N,(2011 WN69),-5.99,-6.23,6,0,2011-11-30,23.0786571262326
609,25.85,2029-2088,2.66981515e-05,2012 BA77,0.023,2455955.5,bK12B77A,(2012 BA77),-4.66,-5.03,16,0,2012-01-29,12.7420447445584
610,23.28,2120-2120,1.1974e-07,2003 KF4,0.075,2452798.5,bK03K04F,(2003 KF4),-6.45,-6.72,3,0,2003-06-08,9.7158426590947
611,30.70,2098-2098,1.234e-08,2012 AQ,0.0025,2455929.5,bK12A00Q,(2012 AQ),-11.06,-11.06,1,0,2012-01-03,2.71
612,28.46,2031-2119,0.0001251651513,2012 VJ38,0.0069,2456247.5,bK12V38J,(2012 VJ38),-5.18,-5.25,52,0,2012-11-16,4.44982470774994
613,29.68,2033-2112,9.390127e-06,2014 HD198,0.00393,2456773.5,bK14HJ8D,(2014 HD198),-6.96,-7.34,17,0,2014-04-26,17.6451962034166
614,25.05,2054-2122,4.777847e-06,2020 GA3,0.033,2458957.5,bK20G03A,(2020 GA3),-5.40,-5.80,27,0,2020-04-18,16.8718602207228
615,29.32,2089-2121,3.5183824e-06,2020 FM1,0.0046,2458932.5,bK20F01M,(2020 FM1),-7.88,-8.40,9,0,2020-03-24,7.0860205604712
616,27.71,2065-2122,5.72611256e-05,2019 GD4,0.0097,2458601.5,bK19G04D,(2019 GD4),-5.78,-6.14,73,0,2019-04-28,7.51574144550173
617,26.49,2047-2117,1.604387e-06,2020 PU1,0.017,2459079.5,bK20P01U,(2020 PU1),-6.54,-6.94,12,0,2020-08-18,7.76721020551775
618,26.16,2090-2114,3.109e-08,2020 NY,0.02,2459051.5,bK20N00Y,(2020 NY),-8.26,-8.55,2,0,2020-07-21,11.7614184625281
619,23.68,2114-2122,1.70590199e-05,2020 OB,0.062,2459049.5,bK20O00B,(2020 OB),-4.03,-4.27,9,0,2020-07-19,25.4387177346572
620,26.90,2063-2063,2.502e-07,2020 OX5,0.014,2459061.5,bK20O05X,(2020 OX5),-7.49,-7.49,1,0,2020-07-31,8.89
621,24.26,2066-2093,8.2811e-07,2020 PQ2,0.048,2459081.5,bK20P02Q,(2020 PQ2),-5.43,-5.49,3,0,2020-08-20,20.4030812331695
622,23.84,2044-2101,3.38449076e-05,2008 UB7,0.058,2454770.5,bK08U07B,(2008 UB7),-3.61,-4.23,50,0,2008-10-31,18.5287607051998
623,27.68,2093-2117,4.0202e-07,2023 BR7,0.00986,2459974.5,bK23B07R,(2023 BR7),-8.02,-8.54,6,0,2023-01-30,8.63703472464056
624,26.27,2043-2109,1.799674e-06,2013 HT14,0.019,2456419.5,bK13H14T,(2013 HT14),-6.07,-6.25,5,0,2013-05-07,20.5273016779706
625,26.08,2066-2078,2.962878e-05,2017 GG8,0.021,2457872.5,bK17G08G,(2017 GG8),-4.98,-5.03,5,0,2017-04-29,11.4550497320511
626,27.52,2053-2122,0.0022182503866,2017 LD,0.011,2457934.5,bK17L00D,(2017 LD),-4.14,-4.70,319,0,2017-06-30,4.49430153424141
627,28.36,2045-2120,5.7360358e-06,2017 FW158,0.0072,2457833.5,bK17FF8W,(2017 FW158),-6.99,-7.37,24,0,2017-03-21,15.2183089251291
628,26.28,2106-2119,2.5917848e-05,2017 OE7,0.019,2457969.5,bK17O07E,(2017 OE7),-5.67,-5.70,6,0,2017-08-04,4.28158747439216
629,27.98,2083-2121,8.62323e-06,2017 RK2,0.0086,2458015.5,bK17R02K,(2017 RK2),-6.71,-6.71,3,0,2017-09-19,7.30281721582284
630,31.68,2053-2121,6.60646588e-05,2019 VB5,0.0016,2458796.5,bK19V05B,(2019 VB5),-7.58,-8.04,187,0,2019-11-09,5.73212006795379
631,24.90,2102-2113,1.33836e-07,2002 XV90,0.035,2452640.5,bK02X90V,(2002 XV90),-7.21,-7.22,2,0,2003-01-01,7.62768941092083
632,27.49,2038-2041,5.556e-07,2020 QC,0.011,2459079.5,bK20Q00C,(2020 QC),-6.74,-6.88,2,0,2020-08-18,18.7414758819294
633,26.50,2112-2112,2.869e-09,2006 EH1,0.017,2453800.5,bK06E01H,(2006 EH1),-9.46,-9.46,1,0,2006-03-06,13.27
634,26.86,2074-2121,4.2489239e-05,2016 TY55,0.014,2457680.5,bK16T55Y,(2016 TY55),-5.56,-5.67,31,0,2016-10-19,4.60890867497062
635,27.59,2094-2122,6.4834913e-06,2013 AB65,0.01,2456307.5,bK13A65B,(2013 AB65),-6.32,-6.50,18,0,2013-01-15,24.4143899654805
636,25.97,2077-2092,2.0887742e-05,2013 BL18,0.022,2456324.5,bK13B18L,(2013 BL18),-5.16,-5.32,7,0,2013-02-01,14.1885526468107
637,29.00,2068-2122,4.7237e-07,2013 EC20,0.0054,2456364.5,bK13E20C,(2013 EC20),-8.57,-8.93,8,0,2013-03-13,2.6833969134365
638,26.46,2070-2070,1.653e-09,2019 YA3,0.017,2458854.5,bK19Y03A,(2019 YA3),-9.54,-9.54,1,0,2020-01-06,8.24
639,28.53,2084-2121,1.1834404e-05,2018 WH1,0.0067,2458465.5,bK18W01H,(2018 WH1),-7.07,-7.69,27,0,2018-12-13,4.01258277645414
640,27.64,2045-2116,5.258452e-07,2018 WJ,0.01,2458441.5,bK18W00J,(2018 WJ),-6.99,-7.03,7,0,2018-11-19,19.0052136636409
641,28.20,2078-2121,5.5091587e-06,2019 WV1,0.0078,2458820.5,bK19W01V,(2019 WV1),-7.14,-7.46,17,0,2019-12-03,8.738700789469
642,25.77,2074-2112,6.145235e-06,2020 UX4,0.024,2459175.5,bK20U04X,(2020 UX4),-5.87,-5.99,8,0,2020-11-22,7.67446846214994
643,26.97,2051-2122,8.92405099e-05,2020 HQ4,0.014,2458988.5,bK20H04Q,(2020 HQ4),-5.28,-6.02,280,0,2020-05-19,3.51879321021226
644,30.10,2045-2118,3.414943e-06,2019 EH1,0.0032,2458543.5,bK19E01H,(2019 EH1),-7.79,-8.38,37,0,2019-03-01,14.4704686783938
645,26.39,2068-2113,4.6033e-06,2018 DZ3,0.018,2458178.5,bK18D03Z,(2018 DZ3),-6.27,-6.34,3,0,2018-03-01,10.0452977212
646,29.05,2071-2119,1.85782e-06,2014 OP2,0.0052,2456869.5,bK14O02P,(2014 OP2),-7.68,-7.81,5,0,2014-07-31,11.6321784672358
647,26.91,2059-2092,0.0001146281627,2011 MX,0.014,2455739.5,bK11M00X,(2011 MX),-4.90,-5.22,32,0,2011-06-27,12.1515686075722
648,28.48,2105-2116,1.56348e-05,2011 UD21,0.0068,2455889.5,bK11U21D,(2011 UD21),-6.97,-7.28,3,0,2011-11-24,1.30556527745798
649,27.95,2084-2122,1.9678437e-05,2019 PO1,0.0087,2458751.5,bK19P01O,(2019 PO1),-6.57,-7.15,37,0,2019-09-25,1.96377536742374
650,26.22,2075-2075,8.812e-07,2014 MB6,0.019,2456841.5,bK14M06B,(2014 MB6),-6.61,-6.61,1,0,2014-07-03,13.07
651,25.64,2069-2069,1.943e-08,2019 SO6,0.025,2458762.5,bK19S06O,(2019 SO6),-7.53,-7.53,1,0,2019-10-06,27.97
652,25.97,2041-2117,9.103e-07,2019 YM,0.022,2458838.5,bK19Y00M,(2019 YM),-6.52,-6.61,2,0,2019-12-21,17.7512754037131
653,23.43,2088-2108,2.107313e-06,2017 FO63,0.07,2457843.5,bK17F63O,(2017 FO63),-4.63,-4.63,3,0,2017-03-31,29.2806127993326
654,28.81,2103-2123,1.9371e-05,2022 OC3,0.0059,2461086.5,bK22O03C,(2022 OC3),-6.98,-7.17,3,0,2026-02-15,3.57629807444117
655,26.63,2054-2087,1.034586e-06,2026 JB2,0.016,2461162.5,bK26J02B,(2026 JB2),-6.67,-6.89,3,0,2026-05-02,15.022685190018
656,25.16,2122-2122,1.537e-08,2026 AE3,0.032,2461102.5,bK26A03E,(2026 AE3),-8.27,-8.27,1,0,2026-03-03,8.66
657,27.57,2072-2125,0.005030413448,2026 CQ4,0.01,2461121.5,bK26C04Q,(2026 CQ4),-3.72,-3.80,39,0,2026-03-22,5.63990482827407
658,26.60,2039-2125,7.1735012e-06,2026 DQ,0.016,2461095.5,bK26D00Q,(2026 DQ),-5.67,-6.03,57,0,2026-02-24,13.7795128207409
659,18.33,2054-2118,1.38706e-08,2026 GN18,0.733,2461142.5,bK26G18N,(2026 GN18),-4.37,-4.73,7,0,2026-04-12,14.2144326128646
