,h,range,ip,des,diameter,last_obs_jd,id,fullname,ps_cum,ps_max,n_imp,ts_max,last_obs,v_inf
1271,26.25,2040-2040,3.183e-06,2020 XE,0.019,2459193.5,bK20X00E,(2020 XE),-5.24,-5.24,1,0,2020-12-10,24.11
1272,26.73,2110-2110,6.034e-09,2017 MA3,0.015,2457931.5,bK17M03A,(2017 MA3),-9.37,-9.37,1,0,2017-06-27,9.02
1273,27.15,2070-2122,6.5016974e-05,2017 RZ15,0.0129,2458014.5,bK17R15Z,(2017 RZ15),-5.53,-5.93,29,0,2017-09-18,7.85869635858476
1274,25.62,2108-2115,2.557955e-07,2017 TT3,0.025,2458056.5,bK17T03T,(2017 TT3),-7.22,-7.50,5,0,2017-10-30,8.66043941351588
1275,26.82,2073-2120,1.24802916e-05,2020 YB1,0.015,2459205.5,bK20Y01B,(2020 YB1),-5.91,-6.25,36,0,2020-12-22,11.7865190911885
1276,28.54,2099-2122,1.055102e-05,2021 CD8,0.0066,2459288.5,bK21C08D,(2021 CD8),-7.16,-7.59,15,0,2021-03-15,2.16625711068693
1277,23.93,2064-2072,1.328002e-06,1996 TC1,0.055,2450367.5,bJ96T01C,(1996 TC1),-4.96,-4.98,4,0,1996-10-11,23.9996520487168
1278,25.12,2073-2073,3.1061e-07,1997 UA11,0.032,2450760.5,bJ97U11A,(1997 UA11),-6.55,-6.61,2,0,1997-11-08,11.9574624126718
1279,24.76,2119-2119,3.877e-09,2020 XP3,0.038,2459195.5,bK20X03P,(2020 XP3),-8.25,-8.25,1,0,2020-12-12,23.42
1280,27.68,2046-2060,9.0882395e-05,2020 YN,0.0098,2459205.5,bK20Y00N,(2020 YN),-4.83,-4.83,6,0,2020-12-22,16.1892930946637
1281,26.19,2107-2107,1.762e-08,2020 YE4,0.02,2459209.5,bK20Y04E,(2020 YE4),-8.57,-8.57,1,0,2020-12-26,10.87
1282,22.44,2095-2095,1.736e-08,2001 SB170,0.11,2452195.5,bK01SH0B,(2001 SB170),-6.38,-6.38,1,0,2001-10-13,22.48
1283,24.93,2067-2113,2.4118e-08,2001 YN2,0.035,2452282.5,bK01Y02N,(2001 YN2),-7.42,-7.70,4,0,2002-01-08,18.6995057633303
1284,28.47,2086-2094,2.40664e-08,2020 XX3,0.0068,2459201.5,bK20X03X,(2020 XX3),-9.64,-9.64,2,0,2020-12-18,4.60017152544627
1285,31.00,2092-2119,1.743184e-06,2020 YS2,0.0021,2459221.5,bK20Y02S,(2020 YS2),-9.06,-9.26,7,0,2021-01-07,2.63018462766983
1286,28.58,2102-2122,4.280808e-05,2020 QF1,0.0065,2459080.5,bK20Q01F,(2020 QF1),-6.26,-6.26,4,0,2020-08-19,12.4083952422066
1287,28.24,2103-2103,2.663e-05,2021 EW1,0.0076,2459288.5,bK21E01W,(2021 EW1),-6.42,-6.42,1,0,2021-03-15,8.82
1288,27.45,2098-2121,4.40204771e-05,2021 RL14,0.011,2459488.5,bK21R14L,(2021 RL14),-5.84,-5.95,15,0,2021-10-01,9.67672145209439
1289,28.41,2060-2121,5.84362935e-05,2010 NN,0.00708,2455384.5,bK10N00N,(2010 NN),-6.05,-6.41,37,0,2010-07-07,7.72794882538195
1290,24.41,2051-2066,9.493007e-06,2010 QG2,0.044,2455442.5,bK10Q02G,(2010 QG2),-4.43,-4.44,7,0,2010-09-03,12.8889938193451
1291,24.68,2104-2118,1.307509e-06,2010 UC7,0.039,2455503.5,bK10U07C,(2010 UC7),-5.96,-6.51,11,0,2010-11-03,13.4004250754679
1292,28.31,2046-2066,1.95253e-06,2010 VN1,0.00738,2455509.5,bK10V01N,(2010 VN1),-7.10,-7.34,7,0,2010-11-09,10.9857208852105
1293,26.93,2032-2121,0.0003973797977,2011 EB74,0.0138,2455635.5,bK11E74B,(2011 EB74),-4.32,-5.18,196,0,2011-03-15,7.53206027964869
1294,29.87,2056-2119,1.40571885e-05,2021 CK3,0.0036,2459254.5,bK21C03K,(2021 CK3),-7.25,-7.99,42,0,2021-02-09,13.6384999912322
1295,26.33,2076-2120,5.13128e-07,2022 GP,0.018,2459676.5,bK22G00P,(2022 GP),-6.93,-7.11,12,0,2022-04-07,17.3746692832977
1296,29.47,2075-2121,0.00011273735,2021 FO1,0.0043,2459294.5,bK21F01O,(2021 FO1),-6.40,-6.62,52,0,2021-03-21,7.2179996907857
1297,24.71,2047-2112,6.066415e-07,1997 TC25,0.039,2450744.5,bJ97T25C,(1997 TC25),-6.09,-6.54,10,0,1997-10-23,9.06720049650411
1298,26.00,2077-2077,2.633e-07,2021 CF1,0.021,2459252.5,bK21C01F,(2021 CF1),-7.00,-7.00,1,0,2021-02-07,14.17
1299,27.50,2062-2081,8.61783e-06,2021 CJ3,0.011,2459262.5,bK21C03J,(2021 CJ3),-6.24,-6.40,6,0,2021-02-17,11.3720534519711
1300,24.07,2062-2073,1.85725e-06,2020 XA6,0.052,2459205.5,bK20X06A,(2020 XA6),-4.97,-5.37,6,0,2020-12-22,20.6933383766321
1301,24.71,2097-2109,1.05035e-07,2020 YG2,0.039,2459226.5,bK20Y02G,(2020 YG2),-7.08,-7.09,2,0,2021-01-12,9.31979673442186
1302,26.02,2112-2119,1.6521331e-06,2002 VY91,0.021,2452612.5,bK02V91Y,(2002 VY91),-6.63,-6.74,5,0,2002-12-04,9.18781036164701
1303,28.00,2062-2121,2.583671e-06,2022 JK2,0.00851,2459712.5,bK22J02K,(2022 JK2),-7.22,-7.38,12,0,2022-05-13,7.7585042213192
1304,25.71,2093-2121,0.00014794657,2014 YN,0.024,2457045.5,bK14Y00N,(2014 YN),-4.64,-5.19,52,0,2015-01-23,3.27701357997012
1305,29.32,2108-2122,0.00026202487,2021 EF3,0.0046,2459319.5,bK21E03F,(2021 EF3),-6.14,-6.67,16,0,2021-04-15,3.40462793970664
1306,26.99,2097-2109,3.862e-07,2020 YL,0.014,2459207.5,bK20Y00L,(2020 YL),-7.65,-7.70,2,0,2020-12-24,8.19547384774728
1307,27.40,2093-2093,4.051e-08,2021 EN3,0.011,2459287.5,bK21E03N,(2021 EN3),-8.71,-8.71,1,0,2021-03-14,10.86
1308,29.92,2102-2116,8.1896e-07,2021 KQ2,0.0035,2459367.5,bK21K02Q,(2021 KQ2),-8.94,-9.06,4,0,2021-06-02,2.32796009573117
1309,28.38,2057-2120,0.0001421933594,2021 KT2,0.00712,2459365.5,bK21K02T,(2021 KT2),-5.49,-5.57,17,0,2021-05-31,8.27101066752067
1310,25.43,2084-2118,1.557916e-05,2002 TY59,0.028,2452577.5,bK02T59Y,(2002 TY59),-5.36,-5.53,7,0,2002-10-30,8.22428471111408
1311,27.88,2084-2124,6.5607998e-05,2017 RC,0.009,2458011.5,bK17R00C,(2017 RC),-5.89,-6.43,58,0,2017-09-15,9.85284940549474
1312,28.84,2074-2123,3.4095819e-05,2024 SO1,0.0058,2460581.5,bK24S01O,(2024 SO1),-6.52,-6.78,22,0,2024-09-28,11.5535425601596
1313,25.77,2102-2102,3.707e-08,2022 QD8,0.024,2459839.5,bK22Q08D,(2022 QD8),-7.84,-7.84,1,0,2022-09-17,16.98
1314,30.59,2037-2119,2.3609671e-05,2021 GC8,0.0026,2459317.5,bK21G08C,(2021 GC8),-7.24,-7.75,34,0,2021-04-13,6.55873334744901
1315,28.75,2056-2117,3.2784877e-06,2021 GE6,0.006,2459315.5,bK21G06E,(2021 GE6),-7.52,-7.90,15,0,2021-04-11,3.22751605900489
1316,26.64,2104-2104,1.614e-08,2022 UN8,0.016,2459881.5,bK22U08N,(2022 UN8),-8.80,-8.80,1,0,2022-10-29,11.29
1317,28.14,2060-2076,1.4814369e-05,2021 PK4,0.008,2459436.5,bK21P04K,(2021 PK4),-6.27,-6.34,11,0,2021-08-10,12.0003378847928
1318,28.66,2073-2073,1.052e-09,2021 TK11,0.0063,2459502.5,bK21T11K,(2021 TK11),-10.77,-10.77,1,0,2021-10-15,10.22
1319,25.77,2085-2119,0.0001029562101,2021 QY3,0.024,2459463.5,bK21Q03Y,(2021 QY3),-4.59,-5.12,81,0,2021-09-06,12.0813035261969
1320,26.72,2097-2115,6.42682e-07,2021 RN,0.015,2459472.5,bK21R00N,(2021 RN),-7.06,-7.33,10,0,2021-09-15,17.5679983880053
1321,26.57,2095-2119,4.43584e-08,2021 RO16,0.016,2459501.5,bK21R16O,(2021 RO16),-8.45,-8.69,6,0,2021-10-14,7.57913432405136
1322,27.25,2079-2123,2.1110561e-05,2022 HB2,0.012,2459706.5,bK22H02B,(2022 HB2),-5.97,-6.17,12,0,2022-05-07,7.97425461312941
1323,29.51,2074-2119,2.9410381e-05,2021 RQ2,0.0042,2459464.5,bK21R02Q,(2021 RQ2),-7.10,-7.56,20,0,2021-09-07,3.21773541186019
1324,28.44,2062-2071,0.00025352797,2021 SQ,0.0069,2459482.5,bK21S00Q,(2021 SQ),-5.16,-5.19,5,0,2021-09-25,10.5613555589153
1325,26.70,2082-2096,4.22107e-06,2022 WN3,0.0159,2459910.5,bK22W03N,(2022 WN3),-6.04,-6.11,6,0,2022-11-27,19.5161305782657
1326,27.92,2111-2120,9.730436e-07,2022 UE61,0.00883,2459870.5,bK22U61E,(2022 UE61),-7.80,-8.24,8,0,2022-10-18,8.08438166593974
1327,28.14,2096-2116,4.40499e-06,2021 TH13,0.008,2459501.5,bK21T13H,(2021 TH13),-7.19,-7.35,5,0,2021-10-14,8.64525299716912
1328,28.55,2070-2121,3.1834207e-05,2021 WC3,0.0066,2459550.5,bK21W03C,(2021 WC3),-6.39,-7.08,37,0,2021-12-02,12.8956321506611
1329,27.87,2060-2060,6.429e-08,2021 TT,0.009,2459496.5,bK21T00T,(2021 TT),-8.30,-8.30,1,0,2021-10-09,15.76
1330,26.23,2048-2048,3.905e-05,2021 TT1,0.019,2459496.5,bK21T01T,(2021 TT1),-4.51,-4.51,1,0,2021-10-09,17.12
1331,25.21,2115-2118,1.7944e-07,2021 TX2,0.031,2459503.5,bK21T02X,(2021 TX2),-7.13,-7.16,2,0,2021-10-16,11.3207935800268
1332,28.79,2050-2089,2.417284e-05,2021 UN,0.0059,2459504.5,bK21U00N,(2021 UN),-6.25,-6.46,13,0,2021-10-17,13.0479646702663
1333,27.70,2087-2121,3.02881e-05,2021 US1,0.0097,2459587.5,bK21U01S,(2021 US1),-6.24,-6.49,11,0,2022-01-08,2.86937586048646
1334,29.91,2107-2118,0.0003177846,2022 BY39,0.0035,2459610.5,bK22B39Y,(2022 BY39),-6.31,-6.31,2,0,2022-01-31,2.52002686725537
1335,24.84,2056-2118,8.67015e-08,2021 WU4,0.0361,2459551.5,bK21W04U,(2021 WU4),-6.79,-6.92,5,0,2021-12-03,20.4369591068205
1336,26.64,2065-2120,5.3649935e-05,2021 VA9,0.016,2459546.5,bK21V09A,(2021 VA9),-5.37,-5.38,15,0,2021-11-28,6.87082961759413
1337,27.37,2111-2117,6.4501e-06,2021 UV1,0.011,2459530.5,bK21U01V,(2021 UV1),-6.63,-6.74,3,0,2021-11-12,10.5869319855506
1338,25.76,2081-2102,8.3191398e-05,2021 VM1,0.024,2459530.5,bK21V01M,(2021 VM1),-4.53,-4.62,18,0,2021-11-12,14.5639311194169
1339,26.16,2092-2120,1.793896e-05,2021 UW1,0.02,2459517.5,bK21U01W,(2021 UW1),-5.45,-5.56,12,0,2021-10-30,13.7738223007354
1340,28.31,2072-2083,8.993979e-05,2021 VB2,0.0074,2459525.5,bK21V02B,(2021 VB2),-5.73,-5.73,3,0,2021-11-07,8.26
1341,27.38,2090-2109,3.41062e-05,2021 VM22,0.011,2459534.5,bK21V22M,(2021 VM22),-5.84,-5.86,4,0,2021-11-16,9.10600612205406
1342,30.30,2084-2096,1.1498e-07,2021 VD8,0.0029,2459530.5,bK21V08D,(2021 VD8),-9.57,-9.61,2,0,2021-11-12,11.6511549834754
1343,25.25,2106-2118,1.3797e-06,2021 UZ6,0.03,2459586.5,bK21U06Z,(2021 UZ6),-6.31,-6.51,2,0,2022-01-07,8.69402913676886
1344,26.23,2077-2077,1.513e-07,2021 VG1,0.019,2459530.5,bK21V01G,(2021 VG1),-7.43,-7.43,1,0,2021-11-12,12.03
1345,26.22,2073-2117,6.703667e-05,2021 VP8,0.019,2459544.5,bK21V08P,(2021 VP8),-5.14,-5.22,16,0,2021-11-26,6.58069620999969
1346,27.68,2076-2090,1.70361e-06,2021 WM4,0.00987,2459550.5,bK21W04M,(2021 WM4),-6.98,-7.54,9,0,2021-12-02,16.0935752314203
1347,30.41,2064-2120,9.63395e-07,2021 WR4,0.0028,2459550.5,bK21W04R,(2021 WR4),-9.01,-9.44,17,0,2021-12-02,4.31434330674334
1348,25.52,2071-2121,3.44523e-07,2021 XP2,0.027,2459614.5,bK21X02P,(2021 XP2),-6.98,-7.44,6,0,2022-02-04,7.4924590520807
1349,29.34,2044-2121,3.69415e-06,2021 VY7,0.0046,2459529.5,bK21V07Y,(2021 VY7),-7.35,-7.67,16,0,2021-11-11,12.2212177090806
1350,28.12,2069-2106,9.644743e-07,2021 VN10,0.00805,2459532.5,bK21V10N,(2021 VN10),-7.58,-7.91,6,0,2021-11-14,10.7897324708393
1351,29.75,2069-2102,5.630941e-06,2021 XC2,0.0038,2459552.5,bK21X02C,(2021 XC2),-7.70,-8.02,18,0,2021-12-04,9.35378498194174
1352,27.04,2114-2114,3.061e-09,2021 VO8,0.013,2459533.5,bK21V08O,(2021 VO8),-9.89,-9.89,1,0,2021-11-15,7.11
1353,23.18,2103-2116,3.30185e-08,2022 CE5,0.078,2459622.5,bK22C05E,(2022 CE5),-6.27,-6.50,5,0,2022-02-12,35.5676791495677
1354,27.08,2058-2108,2.6497e-06,2021 VT4,0.013,2459529.5,bK21V04T,(2021 VT4),-6.21,-6.24,3,0,2021-11-11,19.8880454391063
1355,28.48,2063-2079,2.628021e-06,2021 WC1,0.0068,2459545.5,bK21W01C,(2021 WC1),-7.27,-7.71,8,0,2021-11-27,11.5152685233489
1356,26.29,2089-2121,3.333941e-06,2021 XK1,0.019,2459588.5,bK21X01K,(2021 XK1),-6.42,-6.66,5,0,2022-01-09,9.09635566436239
1357,26.69,2067-2074,5.66675e-06,2021 XY3,0.016,2459561.5,bK21X03Y,(2021 XY3),-5.89,-6.05,4,0,2021-12-13,16.9028371641593
1358,29.52,2073-2095,6.28964e-06,2021 XF1,0.0042,2459551.5,bK21X01F,(2021 XF1),-7.51,-7.73,6,0,2021-12-03,7.68837434256969
1359,29.62,2117-2117,3.052e-07,2021 VR1,0.004,2459527.5,bK21V01R,(2021 VR1),-9.23,-9.23,1,0,2021-11-09,3.42
1360,27.55,2116-2117,0.00035317,2021 WA1,0.01,2459552.5,bK21W01A,(2021 WA1),-4.88,-4.94,2,0,2021-12-04,13.8825013449614
1361,20.63,2178-2290,0.000571699999999996,101955,0.49,2459126.3016,a0101955,101955 Bennu (1999 RQ36),-1.40,-1.58,157,,2020-10-3.80160,5.9916984432395
1362,26.61,2101-2118,1.05236e-06,2022 KC3,0.016,2459877.5,bK22K03C,(2022 KC3),-7.19,-7.61,6,0,2022-10-25,4.81879204834847
1363,25.84,2068-2107,2.127e-06,2022 KF6,0.023,2459733.5,bK22K06F,(2022 KF6),-6.22,-6.48,3,0,2022-06-03,10.0208251057828
1364,28.35,2027-2122,0.0004467688543,2017 SA20,0.0072,2458041.5,bK17S20A,(2017 SA20),-5.15,-6.34,1244,0,2017-10-15,5.86807788282525
1365,24.24,2056-2070,5.229931e-06,2019 LU1,0.048,2458642.5,bK19L01U,(2019 LU1),-4.22,-4.24,7,0,2019-06-08,31.8004502200889
1366,28.03,2075-2121,0.00317246615,2022 NX1,0.0084,2459904.5,bK22N01X,(2022 NX1),-4.23,-4.28,50,0,2022-11-21,NaN
1367,26.09,2106-2115,1.268207e-07,2022 WT6,0.021,2459914.5,bK22W06T,(2022 WT6),-7.39,-7.40,2,0,2022-12-01,20.010563937906
1368,26.82,2050-2065,8.98738476e-05,2022 WW11,0.015,2459911.5,bK22W11W,(2022 WW11),-4.57,-4.58,6,0,2022-11-28,13.4198877631228
1369,27.30,2070-2097,3.3438e-08,2022 SJ9,0.012,2459851.5,bK22S09J,(2022 SJ9),-8.66,-8.76,2,0,2022-09-29,9.62885340032299
1370,30.23,2035-2058,0.00403232519,2022 SX55,0.003,2459841.5,bK22S55X,(2022 SX55),-4.21,-4.21,5,0,2022-09-19,12.0500021687239
1371,28.59,2071-2114,8.6552134e-06,2022 RL,0.0065,2459824.5,bK22R00L,(2022 RL),-6.97,-7.02,8,0,2022-09-02,7.93225331081958
1372,26.30,2116-2116,1.493e-06,2022 SJ28,0.019,2459877.5,bK22S28J,(2022 SJ28),-6.78,-6.78,1,0,2022-10-25,9.69
1373,26.48,2079-2082,1.61049e-06,2022 SK2,0.017,2459872.5,bK22S02K,(2022 SK2),-6.25,-6.27,3,0,2022-10-20,22.92
1374,29.91,2072-2109,1.64996e-06,2022 UA5,0.0035,2459879.5,bK22U05A,(2022 UA5),-8.39,-8.51,4,0,2022-10-27,3.97057583214138
1375,27.21,2095-2118,3.44652e-06,2022 UM1,0.012,2459881.5,bK22U01M,(2022 UM1),-6.81,-7.01,5,0,2022-10-29,8.09847492543203
1376,28.27,2090-2090,9.613e-08,2022 SZ9,0.0075,2459853.5,bK22S09Z,(2022 SZ9),-8.83,-8.83,1,0,2022-10-01,7.73
1377,26.54,2043-2081,2.5666e-08,2024 EN2,0.017,2460380.5,bK24E02N,(2024 EN2),-8.11,-8.25,2,0,2024-03-11,17.7498340216629
1378,25.78,2120-2120,3.046e-06,2022 SE6,0.024,2459870.5,bK22S06E,(2022 SE6),-6.40,-6.43,2,0,2022-10-18,3.93064674983585
1379,27.37,2087-2122,0.00109506413,2022 OH2,0.011,2459798.5,bK22O02H,(2022 OH2),-4.45,-4.71,137,0,2022-08-07,3.61887936576829
1380,28.32,2107-2121,2.34933e-06,2022 OK,0.0073,2459791.5,bK22O00K,(2022 OK),-7.70,-8.04,7,0,2022-07-31,5.01128560057548
1381,23.22,2115-2120,2.789e-07,2022 OK5,0.077,2459794.5,bK22O05K,(2022 OK5),-5.79,-5.82,2,0,2022-08-03,18.3638006453926
1382,27.52,2079-2122,1.57444822e-05,2022 SL28,0.011,2459854.5,bK22S28L,(2022 SL28),-6.21,-6.64,50,0,2022-10-02,13.1009579018737
1383,25.96,2090-2116,4.456399e-06,2022 SG5,0.022,2459853.5,bK22S05G,(2022 SG5),-5.71,-5.94,9,0,2022-10-01,24.1180193492549
1384,26.92,2084-2095,4.12585e-07,2022 SO11,0.014,2459855.5,bK22S11O,(2022 SO11),-7.41,-7.91,6,0,2022-10-03,12.2077179247913
1385,28.68,2076-2121,0.0003508453141,2022 SA11,0.0062,2459853.5,bK22S11A,(2022 SA11),-5.55,-5.58,35,0,2022-10-01,6.54849164761868
1386,27.47,2036-2122,0.0001763512875,1994 GV,0.011,2449457.5,bJ94G00V,(1994 GV),-5.04,-5.64,95,0,1994-04-15,8.0873507246722
1387,24.94,2110-2121,2.7474e-07,2022 OZ5,0.035,2459812.5,bK22O05Z,(2022 OZ5),-6.78,-7.10,4,0,2022-08-21,11.8220641333625
1388,28.95,2040-2123,3.28001597e-05,2024 CN8,0.0055,2460360.5,bK24C08N,(2024 CN8),-6.54,-7.46,128,0,2024-02-20,2.93458663931444
1389,23.32,2078-2090,4.5529e-07,2024 DB1,0.0741,2460370.5,bK24D01B,(2024 DB1),-5.31,-5.41,3,0,2024-03-01,23.1751323332382
1390,27.51,2053-2122,0.000513641953,2023 XE3,0.011,2460345.5,bK23X03E,(2023 XE3),-4.56,-4.63,99,0,2024-02-05,2.00879764260611
1391,28.35,2121-2124,8.173e-09,2024 ET3,0.00727,2460385.5,bK24E03T,(2024 ET3),-10.11,-10.28,2,0,2024-03-16,7.87997063501774
1392,27.55,2084-2120,0.000169544339,2022 WE5,0.01,2459913.5,bK22W05E,(2022 WE5),-5.23,-5.28,13,0,2022-11-30,8.11202270457405
1393,28.41,2100-2122,0.000390246839,2022 SD9,0.0071,2459853.5,bK22S09D,(2022 SD9),-5.24,-5.28,22,0,2022-10-01,13.4228003014523
1394,25.29,2103-2111,3.0091e-06,2022 QC1,0.03,2459837.5,bK22Q01C,(2022 QC1),-5.78,-5.87,2,0,2022-09-15,15.5781752018876
1395,22.28,2040-2040,3.231e-06,2022 PX1,0.12,2459803.5,bK22P01X,(2022 PX1),-3.10,-3.10,1,0,2022-08-12,35.11
1396,26.48,2104-2108,1.1863e-06,2022 QO,0.017,2459824.5,bK22Q00O,(2022 QO),-6.93,-7.21,3,0,2022-09-02,9.32238303970328
1397,27.75,2070-2090,1.8207e-05,2022 QO2,0.0096,2459815.5,bK22Q02O,(2022 QO2),-5.84,-5.86,2,0,2022-08-24,17.9345921898171
1398,26.94,2075-2092,6.6995e-07,2022 RJ2,0.014,2459833.5,bK22R02J,(2022 RJ2),-7.03,-7.39,4,0,2022-09-11,16.0182730054482
1399,26.10,2120-2120,6.712e-08,2022 SH10,0.02,2459847.5,bK22S10H,(2022 SH10),-7.70,-7.70,1,0,2022-09-25,22.05
1400,25.93,2118-2118,1.5128e-06,2022 SL4,0.022,2459853.5,bK22S04L,(2022 SL4),-6.44,-6.69,2,0,2022-10-01,15.2955737704918
1401,28.33,2111-2121,1.037084e-06,2022 SU7,0.0073,2459850.5,bK22S07U,(2022 SU7),-8.06,-8.21,7,0,2022-09-28,4.90864709126744
1402,28.35,2077-2114,7.740638e-06,2022 SW24,0.00729,2459851.5,bK22S24W,(2022 SW24),-6.78,-6.91,7,0,2022-09-29,11.1412636193554
1403,25.62,2101-2122,1.860746e-05,2022 TG1,0.025,2459888.5,bK22T01G,(2022 TG1),-5.42,-5.60,8,0,2022-11-05,5.81084046398595
1404,29.12,2057-2123,2.01095e-07,2023 HF3,0.0051,2460059.5,bK23H03F,(2023 HF3),-8.96,-9.35,5,0,2023-04-25,10.967970859544
1405,27.16,2101-2101,2.212e-06,2022 UF,0.013,2459875.5,bK22U00F,(2022 UF),-6.91,-6.91,1,0,2022-10-23,10.72
1406,26.25,2071-2121,8.3608e-08,2022 UG,0.019,2459869.5,bK22U00G,(2022 UG),-7.75,-7.78,4,0,2022-10-17,9.23325136350589
1407,28.55,2100-2108,1.6273235e-06,2022 UY12,0.0066,2459881.5,bK22U12Y,(2022 UY12),-7.53,-7.53,3,0,2022-10-29,16.4698523342163
1408,25.12,2043-2043,2.085e-05,2022 UY14,0.032,2459888.5,bK22U14Y,(2022 UY14),-4.03,-4.03,1,0,2022-11-05,20.36
1409,28.90,2110-2122,4.452116e-06,2022 VD,0.0056,2459885.5,bK22V00D,(2022 VD),-7.60,-8.04,16,0,2022-11-02,8.21835513270544
1410,27.86,2090-2121,8.19871e-06,2022 VF,0.0091,2459903.5,bK22V00F,(2022 VF),-6.81,-7.16,22,0,2022-11-20,6.3640394769421
1411,27.25,2112-2121,1.017064e-07,1995 UB,0.012,2450016.5,bJ95U00B,(1995 UB),-8.35,-8.58,6,0,1995-10-26,12.2092088796772
1412,29.02,2081-2122,0.0021306256026,2000 LG6,0.0053,2451702.5,bK00L06G,(2000 LG6),-4.99,-5.40,116,0,2000-06-07,2.11449241082259
1413,27.42,2051-2117,0.000547192211,2016 RD34,0.011,2457757.5,bK16R34D,(2016 RD34),-4.47,-4.78,116,0,2017-01-04,1.12717610995015
1414,28.14,2110-2122,0.0007045789864,2016 SA2,0.008,2457670.5,bK16S02A,(2016 SA2),-5.13,-5.46,33,0,2016-10-09,5.20313079447809
1415,29.65,2096-2121,8.014752e-06,2016 TG94,0.004,2457671.5,bK16T94G,(2016 TG94),-7.67,-8.22,26,0,2016-10-10,8.76958735965879
1416,29.44,2072-2118,1.06031952e-05,2016 TH,0.0044,2457664.5,bK16T00H,(2016 TH),-7.31,-7.54,32,0,2016-10-03,7.41447492214423
1417,27.38,2055-2111,4.84509e-08,2016 VZ17,0.011,2457697.5,bK16V17Z,(2016 VZ17),-8.58,-9.26,10,0,2016-11-05,9.37241205013735
1418,29.45,2097-2122,5.08e-07,2022 BM3,0.00436,2459614.5,bK22B03M,(2022 BM3),-8.78,-9.29,9,0,2022-02-04,7.40829586614173
1419,26.87,2119-2119,1.313e-07,2022 GO3,0.014,2459679.5,bK22G03O,(2022 GO3),-8.10,-8.10,1,0,2022-04-10,10.42
1420,29.46,2070-2121,1.8668e-06,2022 GL,0.0043,2459678.5,bK22G00L,(2022 GL),-7.98,-7.99,4,0,2022-04-09,7.0199605742447
1421,30.12,2032-2097,6.8980192e-05,2018 BD,0.0032,2458136.5,bK18B00D,(2018 BD),-5.80,-5.81,10,0,2018-01-18,8.89003445104936
1422,27.83,2046-2122,0.0004916195738,2018 NW,0.0092,2458309.5,bK18N00W,(2018 NW),-4.62,-5.26,112,0,2018-07-10,21.1382947763623
1423,29.96,2059-2119,4.2531e-07,2019 DF,0.00344,2458540.5,bK19D00F,(2019 DF),-8.60,-8.79,9,0,2019-02-26,14.1038482753756
1424,29.92,2089-2121,6.49314752e-05,2019 NK1,0.0035,2458672.5,bK19N01K,(2019 NK1),-6.90,-7.34,75,0,2019-07-08,8.05283144144552
1425,27.59,2106-2121,9.4614833e-05,2019 NP5,0.01,2458678.5,bK19N05P,(2019 NP5),-5.74,-5.91,9,0,2019-07-14,5.09267032136494
1426,28.51,2070-2108,0.000140998445,2020 KU,0.0067,2458992.5,bK20K00U,(2020 KU),-5.78,-6.06,34,0,2020-05-23,6.92072288463891
1427,25.53,2042-2120,3.1842272e-05,2020 UE,0.027,2459171.5,bK20U00E,(2020 UE),-4.63,-5.08,37,0,2020-11-18,14.5797888944608
1428,25.78,2028-2121,1.66967665e-05,2020 US7,0.0237,2459146.5,bK20U07S,(2020 US7),-4.75,-5.04,134,0,2020-10-24,7.35902077291433
1429,28.18,2045-2121,4.31595453e-05,2020 UT4,0.0078,2459146.5,bK20U04T,(2020 UT4),-5.61,-6.04,36,0,2020-10-24,17.9244684346802
1430,27.97,2068-2122,6.53622491e-05,2020 WN5,0.00865,2459171.5,bK20W05N,(2020 WN5),-5.81,-6.39,209,0,2020-11-18,11.5952926243017
1431,26.19,2107-2121,4.6542e-06,2020 WZ3,0.02,2459251.5,bK20W03Z,(2020 WZ3),-6.34,-6.43,4,0,2021-02-06,6.3137359804048
1432,28.16,2104-2121,1.005348e-06,2020 YA2,0.0079,2459204.5,bK20Y02A,(2020 YA2),-7.94,-8.05,5,0,2020-12-21,4.95167265464297
1433,29.78,2080-2122,0.000556321595,2022 BT,0.0038,2459614.5,bK22B00T,(2022 BT),-5.90,-6.18,302,0,2022-02-04,3.8147948635537
1434,31.75,2082-2118,0.0252338159446,2020 CD3,0.0015,2458989.5,bK20C03D,(2020 CD3),-5.17,-5.64,115,0,2020-05-20,NaN
1435,27.96,2055-2083,3.953734e-05,2021 RF12,0.0087,2459490.5,bK21R12F,(2021 RF12),-5.69,-5.96,6,0,2021-10-03,12.2630788818873
1436,27.57,2051-2051,7.939e-08,2021 RN5,0.01,2459472.5,bK21R05N,(2021 RN5),-7.99,-7.99,1,0,2021-09-15,14.07
1437,28.15,2111-2117,2.747e-07,2021 RS14,0.008,2459472.5,bK21R14S,(2021 RS14),-8.36,-8.53,2,0,2021-09-15,10.6065744448489
1438,28.15,2082-2120,4.99735e-07,2021 RT4,0.0079,2459472.5,bK21R04T,(2021 RT4),-8.06,-8.37,8,0,2021-09-15,9.49018135611874
1439,28.20,2078-2121,1.69894e-06,2021 TG14,0.0078,2459504.5,bK21T14G,(2021 TG14),-7.48,-7.92,28,0,2021-10-17,11.2539205092587
1440,28.74,2046-2059,2.5382265e-06,2021 UA7,0.0061,2459515.5,bK21U07A,(2021 UA7),-6.61,-6.61,3,0,2021-10-28,27.3012273628851
