make,model,version,price,fuel,year,kms,power,doors,shift,color,is_professional
TOYOTA,Verso,TOYOTA Verso 1.6D 115D Business 5pl. 5p.,12990,Diésel,2016.0,123590,112.0,5,Manual,Blanco,True
LAND-ROVER,Freelander,LAND-ROVER Freelander 2.0DI WAGON 5p.,3200,Diésel,1999.0,185000,97.0,5,Manual,Azul,True
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 200 d 5p.,21000,Diésel,2018.0,75000,136.0,5,Automático,Azul,False
HYUNDAI,i30,HYUNDAI i30 1.0 TGDI Essence IM 0 5p.,15000,Gasolina,2020.0,15,120.0,5,Manual,Negro,True
CITROEN,C4,CITROEN C4 1.6 HDi 92 Collection 5p.,1500,Diésel,2006.0,327000,92.0,5,Manual,Azul,False
HYUNDAI,Coupé,HYUNDAI Coupé 2.0 FX Full 3p.,2700,Gasolina,2003.0,181000,138.0,3,Manual,Rojo,False
BMW,Serie 2 Gran Tourer,BMW Serie 2 Gran Tourer 216d 5p.,13900,Diésel,2016.0,99000,116.0,5,Manual,Negro,True
HYUNDAI,i20,HYUNDAI i20 1.2 MPI Klass 5p.,8990,Gasolina,2017.0,68200,84.0,5,Manual,Blanco,True
NISSAN,QASHQAI,NISSAN QASHQAI 1.6dCi SS TEKNA 4x4 17 5p.,14200,Diésel,2014.0,101000,130.0,5,Manual,Negro,True
VOLKSWAGEN,Tiguan,VOLKSWAGEN Tiguan Cross 2.0 TDI 140CV BMT 4x2 5p.,12500,Diésel,2015.0,195000,140.0,5,Manual,Blanco,True
KIA,Sorento,KIA Sorento 1.6 TGDi HEV Emotion 4x2 7pl 5p.,44300,Gasolina,2021.0,0,230.0,5,Automático,Blanco,True
RENAULT,Mégane,RENAULT Megane COUPECABR. LUXE PRIVILEGE 1.9DCI 2p.,3500,Diésel,2005.0,193000,120.0,2,Manual,Negro,True
VOLKSWAGEN,Passat,VOLKSWAGEN Passat Advance 2.0 TDI 150CV BMT DSG 4p.,16900,Diésel,2016.0,125542,150.0,4,Automático,X3X3 Gris Indy (metalizado),True
AUDI,A5,AUDI A5 Sportback 2.0 TDI 170cv DPF 5p.,15900,Diésel,2010.0,161000,170.0,5,Manual,Negro,True
PORSCHE,Cayenne,PORSCHE Cayenne S 5p.,51900,Gasolina,2014.0,83500,420.0,5,Automático,Blanco,True
BMW,Serie 2 Active Tourer,BMW Serie 2 Active Tourer 218d 5p.,15790,Diésel,2015.0,83000,150.0,5,Automático,Gris / Plata,True
NISSAN,JUKE,NISSAN JUKE G E6DTemp 83 kW 112 CV 5MT ACENTA 5p.,12950,Gasolina,2018.0,78197,112.0,5,Manual,Gris / Plata,True
CITROEN,C5,CITROEN C5 2.0 HDi 160cv CAS Exclusive 4p.,6000,Diésel,2010.0,180000,163.0,4,Automático,Gris / Plata,False
FIAT,Panda,FIAT Panda 1.2 Lounge 69cv EU6 5p.,7200,Gasolina,2016.0,63271,69.0,5,Manual,Azul,True
HYUNDAI,TUCSON,HYUNDAI TUCSON 1.6 GDi Klass 4x2 5p.,20140,Gasolina,2019.0,15611,132.0,5,Manual,Gris / Plata,True
VOLKSWAGEN,Polo,VOLKSWAGEN Polo Advance 1.0 55kW75CV BMT 5p.,10990,Gasolina,2017.0,55000,75.0,5,Manual,Gris / Plata,True
HYUNDAI,i40,HYUNDAI i40 1.6 CRDi 85kW 115CV Klass 4p.,16850,Diésel,2020.0,28528,115.0,4,Manual,Negro (PHANTOM BLACK),True
KIA,ceed,KIA ceed 1.6 CRDi VGT GT Line 5p.,16900,Diésel,2018.0,36500,136.0,5,Manual,Rojo,True
MINI,MINI,MINI MINI One 3p.,6999,Gasolina,2011.0,139219,98.0,3,Manual,B23 Spice Orange (metalizado),True
CITROEN,Jumper,CITROEN Jumper BlueHDi 96KW 130CV Furgon 35L3H3,18500,Diésel,2018.0,69000,131.0,4,Manual,Blanco,True
VOLVO,S80,VOLVO S80 T6 EXECUTIVE 4p.,3000,Gasolina,2005.0,290000,272.0,4,Automático,Negro,False
RENAULT,Master,RENAULT Master 125.35 L2 H2,10500,Diésel,2011.0,230000,125.0,4,Manual,Blanco,True
OPEL,Astra,OPEL Astra 1.4 Turbo SS Sportive GTC 3p.,11999,Gasolina,2015.0,105000,140.0,3,Manual,Rojo,True
RENAULT,Mégane,RENAULT Megane Sp. Tou. Business Energy dCi 95 SS E6 5p.,6499,Diésel,2015.0,164000,95.0,5,Manual,Blanco,True
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C 220 d AMG Line 4p.,23990,Diésel,2016.0,82000,170.0,4,Manual,Negro,True
RENAULT,Master,RENAULT Master 125.35 L2 E4,12000,Diésel,2015.0,118969,125.0,2,Manual,Azul,True
AUDI,A1,AUDI A1 Sportback Advanced 25 TFSI 70kW 95CV 5p.,20900,Gasolina,2020.0,8,95.0,5,Manual,Blanco,True
FIAT,Grande Punto,FIAT Grande Punto 1.9 Multijet 130CV Sport 3p.,3400,Diésel,2006.0,153000,130.0,3,Manual,Negro,False
CITROEN,C4 Picasso,CITROEN C4 Picasso BlueHDi 120cv Feel 5p.,10999,Diésel,2016.0,149751,120.0,5,Manual,Granate,True
MERCEDES-BENZ,Clase G,MERCEDES-BENZ Clase G G 63 AMG Largo 5p.,82999,Gasolina,2013.0,84000,544.0,5,Automático,Gris / Plata (Platino Magno Designo),True
CITROEN,C3,CITROEN C3 BlueHDi 100 Live Edition 5p.,8900,Diésel,2016.0,61536,99.0,5,Manual,Rojo,True
SEAT,Ibiza,SEAT Ibiza ST 1.2 TSI 90cv Style Connect 5p.,9990,Gasolina,2016.0,100896,90.0,5,Manual,Blanco,True
BMW,Serie 1,BMW Serie 1 118i 5p.,20500,Gasolina,2019.0,25000,136.0,5,Automático,Azul,True
VOLKSWAGEN,Passat,VOLKSWAGEN Passat Variant 2.0 TDI CR 140cv Advance 5p.,8490,Diésel,2012.0,210000,140.0,5,Manual,Negro,True
FORD,Galaxy,FORD Galaxy 2.0 TDCI 142kW 190CV Titanium Auto AWD 5p.,35300,Diésel,2019.0,6973,190.0,5,Automático,Negro,True
SEAT,Ibiza,SEAT Ibiza 1.4 16v 85cv Reference 5p.,5000,Gasolina,2012.0,134000,85.0,5,Manual,Gris / Plata,False
MERCEDES-BENZ,Clase E,MERCEDES-BENZ Clase E E 220 d 4p.,28990,Diésel,2016.0,88536,194.0,4,Automático,Negro,True
OPEL,Astra,OPEL Astra 1.5D DVH 90kW 122CV Elegance 5p.,21495,Diésel,2020.0,5,122.0,5,Manual,Gris / Plata,True
FORD,Focus,FORD Focus 1.0 Ecoboost 92kW Trend 5p.,12900,Gasolina,2018.0,35705,125.0,5,Manual,Gris / Plata,True
PEUGEOT,508,PEUGEOT 508 SW Active 2.0 HDI 150cv 5p.,12750,Diésel,2016.0,110688,150.0,5,Manual,Negro,True
PEUGEOT,2008,PEUGEOT 2008 Allure 1.6 eHDi 115 5p.,9500,Diésel,2014.0,142056,115.0,5,Manual,Blanco,True
RENAULT,Kangoo Furgón,RENAULT Kangoo Furgon Profesional 2011 dCi 70,4900,Diésel,2012.0,185350,70.0,3,Manual,Blanco,True
HONDA,Legend,HONDA Legend 3.5I V6 4p.,5700,Gasolina,2000.0,276000,208.0,4,Automático,Azul,False
AUDI,A4,AUDI A4 Avant 2.0 TDI 110kW150CV design edit 5p.,21300,Diésel,2016.0,73304,150.0,5,Manual,Negro (Mito),True
BMW,Serie 3,BMW Serie 3 318dA Gran Turismo 5p.,18500,Diésel,2015.0,128000,143.0,5,Automático,Blanco,True
VOLVO,V50,VOLVO V50 2.0 Momentum 5p.,3900,Gasolina,2008.0,150500,145.0,5,Manual,Gris / Plata (GRIS FLIN METALIZADO),True
BMW,Serie 1,BMW Serie 1 116d 5p.,16800,Diésel,2016.0,46214,116.0,5,Manual,Azul (Azul Oscuro),True
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A MercedesAMG A 35 4MATIC 5p.,43899,Gasolina,2019.0,24000,306.0,5,Automático,Blanco,True
FORD,Focus C-MAX,FORD Focus CMAX 1.6 TDCi Ghia CVT 5p.,2900,Diésel,2007.0,130000,109.0,5,Manual,Negro,True
AUDI,A4,AUDI A4 1.8 T TIPTRONIC 4p.,1990,Gasolina,1998.0,177000,150.0,4,Automático,Blanco,True
PORSCHE,Cayenne,PORSCHE Cayenne Turbo 5p.,145200,Gasolina,2018.0,35000,550.0,5,Automático,Negro,False
PEUGEOT,Bipper,PEUGEOT Bipper 1.3 HDi 75cv,6400,Diésel,2012.0,98000,75.0,3,Manual,Blanco,True
VOLVO,XC60,VOLVO XC60 2.0 D4 Momentum Auto 5p.,38900,Diésel,2020.0,30326,190.0,5,Automático,Azul,True
HYUNDAI,TUCSON,HYUNDAI TUCSON 1.6 GDi Essence 4x2 5p.,16990,Gasolina,2019.0,25000,132.0,5,Manual,Blanco,True
PEUGEOT,3008,PEUGEOT 3008 1.6BLUEHDI 88KW 120CV ACTIVE SS 5p.,14950,Diésel,2017.0,160000,120.0,5,Manual,Gris / Plata,True
KIA,Stonic,KIA Stonic 1.0 TGDi 74kW 100CV Drive 5p.,16950,Gasolina,2019.0,10235,100.0,5,Manual,Amarillo,True
MERCEDES-BENZ,Clase SLK,MERCEDES-BENZ Clase SLK SLK 230 KOMPRESSOR 2p.,4400,Gasolina,1998.0,140000,193.0,2,Automático,Verde,False
BMW,Serie 4,BMW Serie 4 420d Gran Coupe 5p.,25999,Diésel,2016.0,92000,190.0,5,Automático,Negro,True
AUDI,Q3,AUDI Q3 2.0 TDI 150CV 5p.,19750,Diésel,2016.0,89000,150.0,5,Manual,Negro (met Pintura metalizada),True
FORD,Focus,FORD Focus 1.5 Ecoblue 88kW STLine 5p.,17900,Diésel,2019.0,73000,120.0,5,Manual,Blanco,True
BMW,Serie 1,BMW Serie 1 116d 3p.,6900,Diésel,2010.0,164000,115.0,3,Manual,Negro,True
BMW,X3,BMW X3 XDRIVE20D 5p.,29900,Diésel,2017.0,51872,190.0,5,Automático,Negro,True
VOLVO,XC60,VOLVO XC60 2.0 D3 Kinetic 5p.,15900,Diésel,2014.0,97000,136.0,5,Manual,Blanco,True
RENAULT,Clio,RENAULT Clio Exception 1.5dCi 85cv 5p. eco2 5p.,6500,Diésel,2009.0,170000,85.0,5,Manual,Granate,True
AUDI,A7,AUDI A7 Sportback 3.0 TDI 326 quat tipt Competit 5p.,43400,Diésel,2015.0,91224,326.0,5,Automático,6Y6Y Gris Daytona (efecto perla),True
MERCEDES-BENZ,Clase E,MERCEDES-BENZ Clase E E 220 d 4p.,39900,Diésel,2020.0,6596,194.0,4,Manual,Gris / Plata (Gris Selenita),True
AUDI,A5,AUDI A5 Sportback 2.0 TDI 150cv S line edition 5p.,19200,Diésel,2014.0,116000,150.0,5,Manual,Blanco,False
PEUGEOT,208,PEUGEOT 208 BlueHDi 73kW 100CV GT Line 5p.,14900,Diésel,2019.0,14200,100.0,5,Manual,Blanco,True
RENAULT,Captur,RENAULT Captur Life Energy TCe 90 SS eco2 5p.,8990,Gasolina,2015.0,69000,90.0,5,Manual,Blanco,True
PEUGEOT,308,PEUGEOT 308 5P Active 1.6 HDI 92 FAP 5p.,6980,Diésel,2011.0,129444,92.0,5,Manual,Negro,True
CITROEN,Grand C4 Picasso,CITROEN Grand C4 Picasso BlueHDi 110KW 150CV Feel 5p.,15750,Diésel,2017.0,121680,150.0,5,Manual,Negro,True
OPEL,Vivaro,OPEL Vivaro 1.6 CDTI 115 CV Expression L2 H1 2.9t,11495,Diésel,2016.0,98700,115.0,4,Manual,Blanco,True
AUDI,Q3,AUDI Q3 Design edition 2.0 TDI 150CV 5p.,20100,Diésel,2016.0,114766,150.0,5,Manual,D2D2 Azul UtopÃ­a (metalizado),True
OPEL,Astra,OPEL Astra 1.6 CDTi 100kW 136CV Excellence Auto 5p.,10900,Diésel,2017.0,98326,136.0,5,Automático,Rojo,True
ABARTH,500,ABARTH 500 595 Turismo 1.4 16v TJet 121kW E6 3p.,18600,Gasolina,2017.0,32500,165.0,3,Automático,Blanco,False
RENAULT,Grand Scénic,RENAULT Grand Scenic BOSE Energy dCi 130 eco2 7p Euro 6 5p.,11900,Diésel,2016.0,95179,130.0,5,Manual,Marrón (Marron),True
RENAULT,Grand Scénic,RENAULT Grand Scenic Dynamique 5 plazas 1.9dCi EU4 5p.,2900,Diésel,2006.0,330000,130.0,5,Manual,Granate,False
NISSAN,NV200,NISSAN NV200 1.5dCi 110CV COMFORT 2PD Mam Furgon 5p.,7000,Diésel,2012.0,93000,110.0,5,Manual,Blanco,False
TOYOTA,Corolla,TOYOTA Corolla 1.8 125H FEEL ECVT 5p.,22660,Híbrido,2020.0,0,122.0,5,Automático,Rojo (Rojo Emoción),True
SEAT,Ibiza,SEAT Ibiza 1.0 TGI 66kW 90CV Reference 5p.,13900,Gas natural (CNG),2020.0,15,90.0,5,Manual,Blanco (Blanco solido),True
HONDA,Civic,HONDA Civic 1.6I SR COUPE VTEC 2p.,4500,Gasolina,1999.0,210000,125.0,2,Manual,Negro,False
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A MercedesAMG A 45 S 4MATIC 5p.,75900,Gasolina,2020.0,7890,421.0,5,Automático,Gris / Plata (MATE),True
AUDI,S4,AUDI S4 4.2 quattro Avant 5p.,13800,Gasolina,2006.0,127747,344.0,5,Manual,Azul (*RIV*),True
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C Coupe 220 d AMG Line 2p.,28900,Diésel,2016.0,86000,170.0,2,Automático,Gris / Plata,True
FORD,Fiesta,FORD Fiesta 1.6 TDCi Sport Coupe 3p.,1489,Diésel,2004.0,180000,90.0,3,Manual,Gris / Plata,True
BMW,X6,BMW X6 xDrive40d 5p.,32000,Diésel,2010.0,99000,306.0,5,Automático,Negro,True
FIAT,Tipo,FIAT Tipo 5P 1.4 TJet 88kW 120CV SDesign 5p.,20100,Gasolina,2020.0,0,120.0,5,Manual,Rojo,True
BMW,X6,BMW X6 xDrive40d 5p.,23900,Diésel,2011.0,260000,306.0,5,Automático,Blanco,True
HYUNDAI,i40,HYUNDAI i40 1.7 CRDi 85kW 115CV BlueDrive Tecno 4p.,7990,Diésel,2017.0,182300,115.0,4,Manual,Negro,True
BMW,X4,BMW X4 M40i 5p.,37999,Gasolina,2016.0,89000,360.0,5,Automático,Blanco,True
FORD,Fiesta,FORD Fiesta 1.1 PFI GLP 55kW 75CV STLine 5p 5p.,16900,Gas licuado (GLP),2020.0,10,75.0,5,Manual,Blanco,True
BMW,X1,BMW X1 xDrive18d 5p.,15000,Diésel,2011.0,135000,143.0,5,Manual,Marrón,False
AUDI,A6,AUDI A6 2.0 TDI 150cv ultra S tronic S line edit 4p.,25300,Diésel,2016.0,85000,150.0,4,Automático,Gris / Plata,True
HONDA,Civic,HONDA Civic 2.2 iCTDi Executive Textil 5p.,5500,Diésel,2008.0,195000,140.0,5,Manual,Rojo,True
AUDI,A3,AUDI A3 Sportback 2.0 TDI 140 Stronic DPF Ambien 5p.,6900,Diésel,2009.0,240000,140.0,5,Automático,Negro,True
CITROEN,C5,CITROEN C5 2.0 HDi 140cv Seduction 4p.,4900,Diésel,2011.0,235000,140.0,4,Manual,Azul,False
OPEL,Corsa,OPEL Corsa 1.2 Expression Start  Stop 5p.,7490,Gasolina,2014.0,64375,85.0,5,Manual,Gris / Plata,True
VOLKSWAGEN,Touareg,VOLKSWAGEN Touareg 3.0 V6 TDI Tiptronic 5p.,14500,Diésel,2009.0,223000,240.0,5,Automático,Negro,True
FORD,Ka+,FORD Kaplus 1.2 TiVCT Ultimate 5p.,5200,Gasolina,2017.0,98145,85.0,5,Manual,Negro,False
CITROEN,Xsara,CITROEN Xsara COUPE 2.0 HDI VTR 3p.,1250,Diésel,2003.0,190000,90.0,3,Manual,Rojo,False
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 200 5p.,21400,Gasolina,2018.0,41392,163.0,5,Automático,Rojo,True
MAZDA,CX-7,MAZDA CX7 2.2 CRTD Style 5p.,9990,Diésel,2012.0,159000,173.0,5,Manual,Rojo,True
SKODA,Octavia,SKODA Octavia Combi 2.0 TDI DPF DSG RS 5p.,17500,Diésel,2013.0,135000,170.0,5,Automático,Blanco,False
VOLKSWAGEN,Polo,VOLKSWAGEN Polo 1.2 TDI 75cv Advance 5p.,7900,Diésel,2014.0,75563,75.0,5,Manual,Gris / Plata,True
RENAULT,Clio,RENAULT Clio Zen TCe 74 kW 100CV 5p.,15490,Gasolina,2020.0,9700,100.0,5,Manual,Gris / Plata (Tapicería Zen),True
PEUGEOT,206,PEUGEOT 206 XS 90 3p.,1200,Gasolina,1999.0,102000,90.0,3,Manual,Verde,False
BMW,Serie 3,BMW Serie 3 318d Touring 5p.,5890,Diésel,2008.0,219000,143.0,5,Manual,Negro,True
OPEL,Corsa,OPEL Corsa Silverline 1.3 CDTI 5p.,1790,Diésel,2005.0,140000,70.0,5,Manual,Blanco,False
VOLKSWAGEN,Golf,VOLKSWAGEN Golf 1.4 TSI DSG GTE 5p.,17990,Híbrido enchufable,2015.0,87150,204.0,5,Automático,Negro,True
VOLKSWAGEN,Tiguan,VOLKSWAGEN Tiguan Advance 2.0 TDI 110kW150CV BMT 5p.,16500,Diésel,2016.0,40000,150.0,5,Manual,Negro,False
BMW,Serie 1,BMW Serie 1 120d 3p.,16000,Diésel,2014.0,138000,184.0,3,Automático,Blanco,False
OPEL,Zafira Tourer,OPEL Zafira Tourer 2.0 CDTi 170CV Excellence Auto llanta 17 5p.,15990,Diésel,2015.0,85000,170.0,5,Automático,Blanco,False
BMW,Serie 3,BMW Serie 3 320D 4p.,22900,Diésel,2016.0,48000,190.0,4,Manual,Negro,False
KIA,ceed,KIA ceed 1.4 CVVT 74kW 100CV Concept 5p.,10850,Gasolina,2017.0,46273,100.0,5,Manual,Blanco,True
SEAT,Ibiza,SEAT Ibiza 1.0 TSI 70kW 95CV Style 5p.,10990,Gasolina,2019.0,65693,95.0,5,Manual,Gris / Plata (Gris Pirineos),True
FIAT,500X,FIAT 500X Pop Star 1.6 MultiJet 88kW 120CV 4x2 5p.,12900,Diésel,2017.0,61000,120.0,5,Manual,888 Azul Venecia (metalizado),True
BMW,Serie 7,BMW Serie 7 740d 4p.,7500,Diésel,2005.0,290000,258.0,4,Automático,Azul,False
OPEL,Corsa,OPEL Corsa 1.4 Selective Auto 90 CV 5p.,7990,Gasolina,2015.0,27990,90.0,5,Automático,Azul,True
CITROEN,Spacetourer,CITROEN Spacetourer Talla M BlueHDi 88KW 120CV Business 4p.,26999,Diésel,2021.0,2,120.0,4,Manual,Blanco,True
OPEL,Corsa,OPEL Corsa 1.2T XHL 74kW 100CV Elegance 5p.,15400,Gasolina,2020.0,15408,100.0,5,Manual,Gris / Plata,True
FORD,Transit Custom,FORD Transit Custom Van 2.0 TDCI 77kW 250 L1 Ambiente,13900,Diésel,2017.0,90000,105.0,4,Manual,Blanco,True
NISSAN,Primera,NISSAN Primera 2.0 TD GX 5p.,890,Diésel,1999.0,280000,90.0,5,Manual,Gris / Plata,False
OPEL,Astra,OPEL Astra GTC 1.4 16v Energy 3p.,3850,Gasolina,2009.0,103000,90.0,3,Manual,Blanco,False
HONDA,Accord,HONDA Accord 2.2 iCTDi Executive Piel Nav 4p.,5999,Diésel,2006.0,156000,140.0,4,Manual,Azul,True
OPEL,Vivaro,OPEL Vivaro 1.6CDTI SS 92kW 125CV L2 2.9t Combi9,20500,Diésel,2018.0,71000,125.0,4,Manual,Gris / Plata,True
LAND-ROVER,Range Rover Evoque,LAND-ROVER Range Rover Evoque 2.0 D163 RDynamic FWD 5p.,48900,Diésel,2020.0,26400,163.0,5,Automático,Blanco,True
CITROEN,Grand C4 Picasso,CITROEN Grand C4 Picasso BlueHDi 120cv Feel 5p.,15000,Diésel,2016.0,87563,120.0,5,Manual,Blanco,False
MERCEDES-BENZ,Clase E,MERCEDES-BENZ Clase E E 220 d 4p.,32990,Diésel,2017.0,120000,194.0,4,Automático,Gris / Plata,True
CITROEN,Berlingo,CITROEN Berlingo 1.6 HDi 92 Collection 5p.,3000,Diésel,2007.0,162300,92.0,5,Manual,Gris / Plata,False
TOYOTA,Aygo,TOYOTA Aygo 1.0 70 xplay 3p.,7500,Gasolina,2016.0,70829,69.0,5,Manual,Blanco,True
AUDI,Q2,AUDI Q2 Advanced 1.6 TDI 85kW 116CV 5p.,18400,Diésel,2017.0,70000,116.0,5,Manual,Rojo,False
VOLKSWAGEN,Golf,VOLKSWAGEN Golf Advance 1.6 TDI 105cv BMT DSG 5p.,10900,Diésel,2013.0,134000,105.0,5,Automático,Negro,True
CITROEN,Jumper,CITROEN Jumper 29C 2.2 HDi Furgon Combi Club 4p.,14000,Diésel,2007.0,280000,100.0,4,Manual,Blanco,False
FORD,Focus,FORD Focus 1.5 TDCi E6 120 Trend Sportbreak 5p.,8550,Diésel,2016.0,75000,120.0,5,Manual,Azul,True
OPEL,Grandland X,OPEL Grandland X 1.2 Turbo Selective 5p.,23900,Gasolina,2020.0,10,130.0,5,Manual,Gris / Plata (GRIS HIMALAYA),True
BMW,Serie 5,BMW Serie%205 530D AUTO 4p.,1500,Diésel,1999.0,180000,184.0,4,Automático,Azul,False
KIA,ceed,KIA ceed 1.0 TGDi 74kW 100CV Tech 5p.,16100,Gasolina,2019.0,1,100.0,5,Manual,Lunar Silver (metalizado),True
VOLKSWAGEN,Tiguan,VOLKSWAGEN Tiguan 2.0 TDI 140cv 4x2 T1 BlueMotion Tech 5p.,16999,Diésel,2013.0,120000,140.0,5,Manual,Blanco,True
SAAB,9-3,SAAB 93 Sport Sedan Linear Sport 2.0t BioP. Auto 4p.,3000,Gasolina,2008.0,223800,200.0,4,Automático,Gris / Plata,True
AUDI,Q5,AUDI Q5 S line 2.0 TDI 140kW quattro S tronic 5p.,28500,Diésel,2017.0,135924,190.0,5,Automático,Blanco,True
NISSAN,QASHQAI,NISSAN QASHQAI 1.6 TEKNA SPORT 4X2 17 5p.,8950,Gasolina,2011.0,98000,117.0,5,Manual,Violeta / Lila,True
CITROEN,Berlingo,CITROEN Berlingo 2.0 HDi SX Plus,5390,Diésel,2003.0,220000,90.0,5,Manual,Marrón,True
AUDI,A4,AUDI A4 3.2 FSI quattro tiptronic Avant 5p.,7450,Gasolina,2006.0,235000,255.0,5,Automático,Rojo,False
VOLKSWAGEN,Polo,VOLKSWAGEN Polo Advance 1.4 TDI 90cv BMT 5p.,8900,Diésel,2016.0,105000,90.0,5,Manual,Blanco,True
OPEL,Insignia,OPEL Insignia ST 2.0 CDTi Turbo D Excellence Auto 5p.,18400,Diésel,2018.0,34095,170.0,5,Automático,Azul,True
NISSAN,JUKE,NISSAN JUKE G E6DTemp 83kW112CV CVT BOSE PE BLUE 5p.,16970,Gasolina,2018.0,27570,112.0,5,Automático,Gris / Plata,True
DACIA,Dokker,DACIA Dokker Van Ambiance dCi 66kW 90CV,8900,Diésel,2018.0,59033,90.0,4,Manual,Blanco (MF01 Color blanco),True
DACIA,Duster,DACIA Duster Essent. TCE 96kW130CV 4X2 GPF 5p.,16700,Gasolina,2020.0,4,130.0,5,Manual,Beige,True
OPEL,Corsa,OPEL Corsa 1.4 Expression 75 CV 5p.,8300,Gasolina,2016.0,54808,75.0,5,Manual,Negro,True
FORD,Tourneo Courier,FORD Tourneo Courier 1.0 EcoBoost 100cv Titanium 5p.,12490,Gasolina,2016.0,47333,100.0,5,Manual,Negro,True
AUDI,A3,AUDI A3 Sportback 2.0 TDI 140cv DPF Ambition 5p.,9850,Diésel,2010.0,160000,140.0,5,Manual,Azul (AZUL MAR),True
BMW,Serie 1,BMW Serie 1 116d 5p.,16500,Diésel,2018.0,44498,116.0,5,Manual,Gris / Plata (Plata),True
OPEL,Zafira,OPEL Zafira 1.6 CDTi SS 120 CV Expression 5p.,12990,Diésel,2016.0,39000,120.0,5,Manual,Blanco,True
VOLVO,XC60,VOLVO XC60 2.0 D3 Momentum 5p.,34500,Diésel,2020.0,22150,150.0,5,Manual,Azul,True
BMW,Serie 1,BMW Serie 1 116d 5p.,6500,Diésel,2010.0,200000,115.0,5,Manual,Blanco,False
FORD,Fiesta,FORD Fiesta 1.4 TDCi Trend 5p.,4700,Diésel,2009.0,119000,68.0,5,Manual,Granate,False
BMW,Serie 3,BMW Serie 3 316d 4p.,17500,Diésel,2016.0,42000,116.0,4,Manual,Negro,True
PEUGEOT,e-208,PEUGEOT e208 Electrico Allure 5p.,30990,Eléctrico,2020.0,1,136.0,5,Automático,Rojo,True
PEUGEOT,308,PEUGEOT 308 5p Allure BlueHDI 130 SS 6 Vel. MAN 5p.,19000,Diésel,2020.0,0,130.0,5,Manual,Gris / Plata (platinum),True
VOLKSWAGEN,Golf,VOLKSWAGEN Golf GOLF CABRIOLET 1.8 GLI/QUARTET 2p.,6000,Gasolina,1989.0,200000,112.0,2,Manual,Blanco,False
TOYOTA,Yaris,TOYOTA Yaris 100 Advance 5p.,5500,Gasolina,2014.0,89254,99.0,5,Automático,Gris / Plata,True
FIAT,500,FIAT 500 1.2 8v 51kW 69CV Lounge 3p.,10000,Gasolina,2018.0,30000,69.0,3,Manual,Verde,True
VOLVO,XC60,VOLVO XC60 2.0 B4 D AWD RDesign Auto 5p.,53800,Diésel,2020.0,1,197.0,5,Automático,Azul (BURSTING BLUE),True
MERCEDES-BENZ,Clase GLA,MERCEDES-BENZ Clase GLA GLA 200 d Urban 5p.,22850,Diésel,2016.0,82000,136.0,5,Automático,Gris / Plata (PLOMO),True
LAND-ROVER,Discovery Sport,LAND-ROVER Discovery Sport 2.0L eD4 110kW 150CV 4x2 Pure 5p.,24999,Diésel,2018.0,62373,150.0,5,Manual,Blanco,True
FIAT,500L,FIAT 500L 1.4 16v 70kW 95CV Cross 5p.,9990,Gasolina,2017.0,65900,95.0,5,Manual,Verde,True
TOYOTA,Verso,TOYOTA Verso 1.6D 115D Advance 7pl. 5p.,14990,Diésel,2016.0,84000,112.0,5,Manual,Gris / Plata,True
VOLKSWAGEN,Beetle,VOLKSWAGEN Beetle 1.6 TDI 105cv Design 3p.,10900,Diésel,2014.0,85000,105.0,3,Manual,Blanco,False
SKODA,Octavia,SKODA Octavia 2.0 TDI 110kW 150 CV DSG Style 5p.,30900,Diésel,2020.0,2,150.0,5,Automático,Gris / Plata (PERLA METALIZADO),True
HONDA,FR-V,HONDA FRV 2.2 iCTDi Executive 5p.,3890,Diésel,2007.0,235000,140.0,5,Manual,Azul,True
CITROEN,Jumpy,CITROEN Jumpy Talla M BlueHDi 85kW 115CV SS 6v Club,11600,Diésel,2017.0,151000,115.0,4,Manual,Blanco,True
NISSAN,Primera,NISSAN Primera 1.6 GX 4p.,700,Gasolina,1998.0,210000,100.0,4,Manual,Blanco,True
KIA,Picanto,KIA Picanto 1.0 CVVT 49kW 67CV Concept 5p.,9740,Gasolina,2019.0,11757,67.0,5,Manual,Blanco (CLEAR WHITE),True
PEUGEOT,5008,PEUGEOT 5008 Allure 1.6 BlueHDi 120 FAP 5p.,10990,Diésel,2014.0,138000,120.0,5,Manual,Blanco,True
MERCEDES-BENZ,GLA,MERCEDES-BENZ GLA MercedesAMG GLA 45 S 4MATIC 5p.,89900,Gasolina,2020.0,3500,421.0,5,Automático,Gris / Plata,True
BMW,Serie 3,BMW Serie 3 318d 4p.,9999,Diésel,2009.0,115000,143.0,4,Manual,Negro,False
MERCEDES-BENZ,Clase CLS,MERCEDES-BENZ Clase CLS CLS 320 CDI 4p.,11000,Diésel,2009.0,185000,224.0,4,Automático,Negro,True
KIA,Sportage,KIA Sportage 1.7 CRDI VGT Drive 4x2 5p.,11500,Diésel,2012.0,177537,115.0,5,Manual,Blanco,True
