make,model,version,price,fuel,year,kms,power,doors,shift,color,is_professional
FIAT,Tipo,FIAT Tipo 1.6 16v Business 88kW 120CV Mjet. 5p.,11950,Diésel,2017.0,82446,120.0,5,Manual,Beige,True
VOLKSWAGEN,Scirocco,VOLKSWAGEN Scirocco 1.4 TSI 122cv by RLine 3p.,13960,Gasolina,2013.0,107231,122.0,3,Manual,Blanco (BLANCO),True
KIA,ceed,KIA ceed 1.6 MHEV iMT 100kW 136CV Tech 5p.,25500,Diésel,2021.0,0,136.0,5,Manual,Blanco,True
HONDA,HR-V,HONDA HRV 1.5 iVTEC CVT Elegance Navi 5p.,18900,Gasolina,2017.0,49000,130.0,5,Automático,Blanco,True
FIAT,500,FIAT 500 1.2 8v 51kW 69CV Lounge 3p.,9990,Gasolina,2018.0,38156,69.0,3,Manual,Gris / Plata,True
LAND-ROVER,Range Rover Sport,LAND-ROVER Range Rover Sport 3.0 SDV6 255 CV SE 5p.,18500,Diésel,2012.0,260000,256.0,5,Automático,Blanco,True
CHEVROLET,Aveo,CHEVROLET Aveo 1.4 16v LT Auto 5p.,4900,Gasolina,2011.0,90000,101.0,5,Automático,Blanco,True
BMW,Serie 3,BMW Serie 3 320D 4p.,3500,Diésel,2005.0,240000,150.0,4,Manual,Gris / Plata,False
HYUNDAI,Trajet,HYUNDAI Trajet 2.0 CRDi GLS 5p.,3000,Diésel,2001.0,138000,112.0,5,Manual,Azul,False
PEUGEOT,508,PEUGEOT 508 SW Active 1.6 BlueHDi 120 5p.,12480,Diésel,2016.0,120000,120.0,5,Manual,Gris / Plata,True
RENAULT,Mégane,RENAULT Megane Limited Energy TCe 115 SS eco2 5p.,6700,Gasolina,2014.0,120800,115.0,5,Manual,Gris / Plata,True
HYUNDAI,Kona,HYUNDAI Kona EV 150kW 72kW Tecno 5p.,33990,Eléctrico,2020.0,10,204.0,5,Automático,Naranja,True
HYUNDAI,TUCSON,HYUNDAI TUCSON 1.7 CRDi 141cv BlueDri Tecno Sky DCT 4x2 5p.,18999,Diésel,2016.0,70679,141.0,5,Automático,U3S Platinum Silver (metalizado),True
TOYOTA,Yaris,TOYOTA Yaris 70 CITY 5p.,9400,Gasolina,2016.0,12735,69.0,5,Manual,Gris / Plata,False
FIAT,Doblò,FIAT Doblo Panorama Pop N1 1.3 Mjet 66kW 90CV E5,9800,Diésel,2016.0,61224,90.0,5,Manual,Gris / Plata,True
OPEL,Corsa,OPEL Corsa 1.4 Color Edition 5p.,5500,Gasolina,2012.0,75000,100.0,5,Manual,Blanco,False
TOYOTA,Auris,TOYOTA Auris 1.4 90D ACTIVE 5p.,11900,Diésel,2016.0,133000,90.0,5,Manual,Blanco,True
MERCEDES-BENZ,Clase E,MERCEDES-BENZ Clase E Coupe E 300 2p.,37800,Gasolina,2018.0,65315,245.0,2,Automático,Blanco,True
VOLKSWAGEN,Tiguan,VOLKSWAGEN Tiguan Sport 2.0 TDI 140kW 190CV 4Motion DSG 5p.,32990,Diésel,2018.0,72767,190.0,5,Automático,Negro,True
RENAULT,Scénic,RENAULT Scénic Dynamique 1.5dCi105 EU4 5p.,2000,Diésel,2007.0,207000,105.0,5,Manual,Gris / Plata,False
SEAT,León,SEAT Leon 1.4 TSI 125cv StSp FR 5p.,15900,Gasolina,2016.0,27458,125.0,5,Manual,Azul,True
KIA,Sportage,KIA Sportage 1.6 GDi 97kW 132CV Drive 4x2 5p.,20900,Gasolina,2019.0,11456,132.0,5,Manual,Gris / Plata (GRIS),True
CHRYSLER,300C,CHRYSLER 300C 3.5 Touring AWD 5p.,6490,Gasolina,2004.0,160000,253.0,5,Automático,Granate,True
PEUGEOT,Boxer,PEUGEOT Boxer 435 L3H3 BlueHDi 96KW 130CV,16400,Diésel,2018.0,95000,130.0,4,Manual,Blanco,True
PEUGEOT,407,PEUGEOT 407 ST Confort Pack HDI 136 4p.,2790,Diésel,2005.0,200000,136.0,4,Manual,Gris / Plata,True
AUDI,A3,AUDI A3 Design 40 TFSI 140kW S tronic Sedan 4p.,29500,Gasolina,2019.0,15000,190.0,4,Automático,Blanco,True
FIAT,Bravo,FIAT Bravo 1.9 Multijet 120 CV Dynamic Pack Sport 5p.,5499,Diésel,2008.0,168000,120.0,5,Manual,Negro,True
DACIA,Logan,DACIA Logan Base 1.4 4p.,1800,Gasolina,2006.0,135000,75.0,4,Manual,Azul,True
RENAULT,Grand Scénic,RENAULT Grand Scenic Dynamique 7 plazas 1.9dCi EU4 5p.,3450,Diésel,2007.0,165000,130.0,5,Manual,Azul,True
OPEL,Zafira,OPEL Zafira 1.7 CDTi 125 CV Family 5p.,8300,Diésel,2014.0,128000,125.0,5,Manual,Blanco,True
SEAT,León,SEAT Leon 1.6 TDI 85kW 115CV SS Style Visio Ed 5p.,15900,Diésel,2019.0,28795,115.0,5,Manual,9550 Azul MediterrÃ¡neo (suave),True
NISSAN,e-NV200,NISSAN eNV200 Electrica BASIC Combi 5,19425,Eléctrico,2016.0,25650,109.0,5,Automático,Blanco,True
VOLKSWAGEN,Scirocco,VOLKSWAGEN Scirocco 2.0 TDI 140cv DPF 3p.,8490,Diésel,2009.0,170674,140.0,3,Manual,Gris / Plata,True
SEAT,ALTEA,SEAT ALTEA 1.4 TSI 125cv ITech 5p.,8990,Gasolina,2014.0,96000,125.0,5,Manual,Blanco,True
PEUGEOT,Rifter,PEUGEOT Rifter GT Line Standard PureTech 81kW 5p.,18000,Gasolina,2018.0,35800,110.0,5,Manual,Gris / Plata,False
VOLKSWAGEN,Golf,VOLKSWAGEN Golf Sport 2.0 TDI 150cv BMT DSG 5p.,15900,Diésel,2015.0,149000,150.0,5,Automático,Negro (2T - Negro Profundo Efecto Perla),True
VOLKSWAGEN,Golf,VOLKSWAGEN Golf 1.6 TDI 105 Advance BlueMotion Tech 5p.,10900,Diésel,2011.0,123600,105.0,5,Manual,Azul,True
VOLKSWAGEN,Scirocco,VOLKSWAGEN Scirocco 2.0 TDI 140cv DPF 3p.,9200,Diésel,2009.0,170000,140.0,3,Manual,Blanco,True
PEUGEOT,ion,PEUGEOT ion Ion 5p.,12500,Eléctrico,2017.0,13680,67.0,5,Automático,Blanco (BLANCO ANTARCTIQUE),True
FORD,Tourneo Courier,FORD Tourneo Courier 1.5 TDCi 70kW 95CV Trend 5p.,10800,Diésel,2016.0,99900,95.0,5,Manual,Azul,True
AUDI,A4,AUDI A4 S line ed 2.0 TDI 110kW S tronic Avant 5p.,30900,Diésel,2018.0,42000,150.0,5,Automático,Blanco,True
RENAULT,Mégane,RENAULT Megane Sp. Tourer Business En. dCi 81kW 110CV 5p.,9500,Diésel,2016.0,110000,110.0,5,Manual,Gris / Plata,True
OPEL,Corsa,OPEL Corsa Enjoy 1.2 3p.,2500,Gasolina,2007.0,190000,80.0,3,Manual,Azul,False
BMW,Serie 7,BMW Serie 7 730d 4p.,6000,Diésel,2004.0,321000,218.0,4,Automático,Negro,True
DACIA,Logan,DACIA Logan Laureate 1.4 4p.,2995,Gasolina,2007.0,91000,75.0,4,Manual,Gris / Plata,True
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C 180 4p.,17900,Gasolina,2016.0,109418,156.0,4,Manual,Azul (AZUL),True
FORD,Ranger,FORD Ranger 2.2 TDCi 150cv 4x4 Doble Cabina XL 4p.,16990,Diésel,2013.0,130000,150.0,4,Manual,Negro (negro),True
BMW,X6,BMW X6 xDrive30d 5p.,42900,Diésel,2017.0,68000,258.0,5,Automático,Gris / Plata (Interior Cuero Negro y marron),True
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C 250 CDI Blue Efficiency Coupe 2p.,14999,Diésel,2011.0,179000,204.0,2,Automático,Blanco,True
AUDI,A5,AUDI A5 2.7 TDI DPF 2p.,13900,Diésel,2008.0,199000,190.0,2,Automático,Negro,True
LAND-ROVER,Range Rover Evoque,LAND-ROVER Range Rover Evoque 2.0L TD4 Diesel 132kW 180CV 4x4 SE 5p.,34900,Diésel,2018.0,15000,180.0,5,Manual,Blanco,True
SEAT,Altea XL,SEAT Altea XL 2.0 TDI 140cv DSG Sport Up 5p.,3690,Diésel,2007.0,280000,140.0,5,Automático,Gris / Plata,True
TOYOTA,Rav4,TOYOTA Rav4 2.5l hybrid 2WD Executive 5p.,25900,Híbrido,2018.0,47237,197.0,5,Manual,Blanco,True
SEAT,ALTEA,SEAT ALTEA 1.9 TDI HOT 5p.,2800,Diésel,2005.0,270000,105.0,5,Manual,Gris / Plata,False
BMW,X1,BMW X1 xDrive18d 5p.,11500,Diésel,2012.0,181000,143.0,5,Manual,Gris / Plata,True
SEAT,Alhambra,SEAT Alhambra 2.0 TDI 135kW 184CV StSp Style Adv 5p.,21900,Diésel,2017.0,70900,184.0,5,Manual,Marrón,True
PEUGEOT,Expert,PEUGEOT Expert Furgon Pro 1.6 BlueHDi 70KW 95Standard,13600,Diésel,2018.0,105028,95.0,4,Manual,Blanco,True
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 180 CDI Urban 5p.,12450,Diésel,2014.0,136000,109.0,5,Automático,Gris / Plata,True
LAND-ROVER,Range Rover Evoque,LAND-ROVER Range Rover Evoque 2.0 D150 AUTO 4WD MHEV 5p.,41900,Híbrido,2020.0,3000,150.0,5,Automático,Gris / Plata,True
AUDI,A4,AUDI A4 1.9 TDI 110CV 4p.,2000,Diésel,1998.0,245000,110.0,4,Manual,Gris / Plata,False
AUDI,A4,AUDI A4 Avant 2.0 TDI 150CV ultra 5p.,15350,Diésel,2015.0,134000,150.0,5,Manual,Azul,True
MINI,MINI,MINI MINI Cooper 3p.,17990,Gasolina,2017.0,32400,136.0,3,Automático,Gris / Plata,True
PEUGEOT,308,PEUGEOT 308 SW Allure Pack BlueHDI 130 SS 5p.,22850,Diésel,2021.0,1,130.0,5,Manual,Azul (AZUL VERTIGO AP),True
VOLKSWAGEN,New Beetle,VOLKSWAGEN New Beetle 1.6 3p.,3900,Gasolina,2000.0,82260,102.0,3,Manual,Gris / Plata,True
BMW,Serie 2 Active Tourer,BMW Serie 2 Active Tourer 216d 5p.,16900,Diésel,2016.0,124000,116.0,5,Manual,Negro,True
AUDI,Q2,AUDI Q2 design edition 1.6 TDI 5p.,20900,Diésel,2017.0,69800,116.0,5,Manual,Naranja,True
VOLKSWAGEN,Golf,VOLKSWAGEN Golf GTI Performance 2.0 TSI 180kW245CV DSG 5p.,30900,Gasolina,2017.0,49600,245.0,5,Automático,Blanco (Oryx),True
MAZDA,CX-5,MAZDA CX5 2.0 G 121kW 165CV 2WD Evolution 5p.,25900,Gasolina,2020.0,28,165.0,5,Manual,Blanco (PERLADO),True
VOLKSWAGEN,Golf,VOLKSWAGEN Golf Sport RLine 2.0 TDI 110kW 150CV DSG 5p.,20000,Diésel,2018.0,65000,150.0,5,Automático,Gris / Plata,False
MERCEDES-BENZ,Clase R,MERCEDES-BENZ Clase R R 350 4MATIC L 5p.,13900,Gasolina,2007.0,159000,272.0,5,Automático,Gris / Plata,True
MERCEDES-BENZ,Sprinter,MERCEDES-BENZ Sprinter 314 CDI LARGO 3.5T T. ALTO,29499,Diésel,2017.0,53853,143.0,4,Manual,Amarillo,True
BMW,Serie 1,BMW Serie 1 116d 5p.,11800,Diésel,2012.0,116000,116.0,5,Automático,Azul,False
AUDI,A4,AUDI A4 2.0 TDI 140cv multitronic 4p.,4500,Diésel,2006.0,240000,140.0,4,Automático,Gris / Plata,True
RENAULT,Mégane,RENAULT Megane Zen Tce GPF 103 kW 140CV 5p.,18900,Gasolina,2019.0,20200,140.0,5,Manual,Rojo,True
VOLVO,S40,VOLVO S40 2.0D Momentum 4p.,1900,Diésel,2005.0,181450,136.0,4,Manual,Gris / Plata (GRIS TITANIO METALIZADO),True
AUDI,A3,AUDI A3 Sportback 1.6 TDI 105cv Attraction 5p.,9699,Diésel,2012.0,196000,105.0,5,Manual,Marrón,False
PEUGEOT,208,PEUGEOT 208 5P BUSINESS LINE 1.6 BlueHDi 75 5p.,8000,Diésel,2016.0,102000,75.0,5,Manual,Blanco,True
VOLKSWAGEN,California,VOLKSWAGEN California Trendline 2.5 TDI 130cv 4p.,23500,Diésel,2008.0,188648,130.0,4,Manual,Negro,False
MERCEDES-BENZ,Clase S,MERCEDES-BENZ Clase S S 320 CDI 4p.,3000,Diésel,2003.0,376000,204.0,4,Automático,Gris / Plata,False
CITROEN,C5,CITROEN C5 2.0 HDi Exclusive 5p.,2900,Diésel,2005.0,134000,138.0,5,Manual,Beige,False
RENAULT,Mégane,RENAULT Megane Zen Energy TCe 97kW 130CV 5p.,15600,Gasolina,2017.0,53407,130.0,5,Manual,Azul,True
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 200 d AMG Line 5p.,24300,Diésel,2016.0,99000,136.0,5,Automático,Blanco (BLANCO CIRRO),True
BMW,Serie 4,BMW Serie 4 420d Gran Coupe 5p.,28900,Diésel,2017.0,49745,190.0,5,Automático,B65 Jatoba (metalizado),True
SKODA,Superb,SKODA Superb 1.4 TSI 110KW 150cv Style 5p.,25000,Gasolina,2018.0,35000,150.0,5,Manual,Negro,False
FIAT,Tipo,FIAT Tipo 1.4 TJet 16v Lounge 88kW 120CV GLP 4p.,7390,Gas licuado (GLP),2018.0,99990,120.0,4,Manual,Negro,True
VOLKSWAGEN,Scirocco,VOLKSWAGEN Scirocco 1.4 TSI 122cv 3p.,7500,Gasolina,2010.0,127500,122.0,3,Manual,Marrón,False
AUDI,RS6,AUDI RS6 Avant 4.0 TFSI 560CV quattro tiptronic 5p.,74990,Gasolina,2015.0,68000,560.0,5,Automático,Negro,True
OPEL,Corsa,OPEL Corsa Enjoy 1.3 CDTi 90 CV 5p.,4200,Diésel,2007.0,200000,90.0,5,Manual,Gris / Plata,True
BMW,X4,BMW X4 M40d 5p.,58990,Diésel,2018.0,20560,326.0,5,Automático,Gris / Plata,True
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 200 5p.,29800,Gasolina,2019.0,29000,163.0,5,Automático,Rojo,True
FORD,Fiesta,FORD Fiesta 1.4 TDCi Ambiente 3p.,4499,Diésel,2009.0,125000,68.0,3,Manual,Rojo,True
AUDI,Q5,AUDI Q5 Advanced 2.0 TDI 120kW quattro S tronic 5p.,31500,Diésel,2017.0,80771,163.0,5,Automático,Negro,True
AUDI,A4,AUDI A4 Avant 2.0 TDI 190CV quattro S tron sport 5p.,24490,Diésel,2016.0,125000,190.0,5,Automático,Blanco,True
SSANGYONG,Rodius,SSANGYONG Rodius eXdi Premium 5p.,12500,Diésel,2014.0,135000,155.0,5,Manual,Gris / Plata,True
FORD,Galaxy,FORD Galaxy 2.0 TDCi 110kW Titanium PowerShift 5p.,17500,Diésel,2017.0,119891,150.0,5,Automático,Negro,True
BENTLEY,Continental GT,BENTLEY Continental GT 6.0 2p.,42000,Gasolina,2006.0,90400,560.0,2,Automático,Negro,False
TOYOTA,Avensis,TOYOTA Avensis 2.0 150D ADVANCE 4p.,14490,Diésel,2015.0,59990,143.0,4,Manual,Azul,True
SMART,fortwo,SMART fortwo Coupe 52 mhd Passion 3p.,5990,Gasolina,2013.0,70000,71.0,3,Automático,Gris / Plata,True
CITROEN,C4,CITROEN C4 C4 PureTech 110 Feel 5p.,9500,Gasolina,2015.0,111163,110.0,5,Manual,Azul,True
FIAT,124 Spider,FIAT 124 Spider 124 Spider 2p.,17950,Gasolina,2017.0,23000,140.0,2,Manual,Rojo,True
RENAULT,Kangoo Combi,RENAULT Kangoo Combi Profesional M1AF En. dCi 55kW 75CV E6,6190,Diésel,2017.0,159000,75.0,4,Manual,Blanco,True
AUDI,A6,AUDI A6 Avant 2.0 TDI 150cv ultra Advanced edit 5p.,23600,Diésel,2016.0,95630,150.0,5,Manual,Blanco (T9T9 Blanco Ibis),True
CITROEN,Jumpy,CITROEN Jumpy 2.0 HDi 140 Atlante Exclusive,11400,Diésel,2010.0,101000,139.0,4,Manual,Azul,False
BMW,X6,BMW X6 xDrive40d 5p.,43500,Diésel,2017.0,139000,313.0,5,Automático,Gris / Plata (GRIS DAYTONA metalizado),True
AUDI,Q3,AUDI Q3 35 TDI 110kW 150CV S tronic 5p.,33990,Diésel,2020.0,9900,150.0,5,Automático,KM0 ( COMO NUEVO),True
TOYOTA,Rav4,TOYOTA Rav4 2.2 D4D 177cv Premium 5p.,7400,Diésel,2009.0,206000,177.0,5,Manual,Gris / Plata,False
BMW,Z3,BMW Z3 M COUPE 3.2 2p.,39999,Gasolina,1998.0,145000,321.0,2,Manual,Negro,True
SKODA,Karoq,SKODA Karoq 1.5 TSI 110kW 150CV ACT Ambition 5p.,27500,Gasolina,2020.0,1,150.0,5,Manual,Gris / Plata (Bussines),True
FORD,KA,FORD KA Titanium 1.2 Duratec AutoStartStop 3p.,7900,Gasolina,2016.0,41219,69.0,3,Manual,Azul,True
OPEL,Astra,OPEL Astra 1.4 Turbo SS 92kW 125CV Selective 5p.,8480,Gasolina,2017.0,76000,125.0,5,Manual,Azul,True
DS,DS 5,DS DS 5 BlueHDi 133kW 180CV EAT6 Perf. Line 5p.,21900,Diésel,2018.0,47718,181.0,5,Automático,Blanco (BLANC NACRE),True
RENAULT,Mégane,RENAULT Megane SEDAN LUXE PRIVILEGE 2.0 16V 4p.,3200,Gasolina,2004.0,140000,136.0,4,Manual,Gris / Plata,True
CITROEN,Grand C4 Spacetourer,CITROEN Grand C4 Spacetourer BlueHDi 96KW 130CV SS Shine Pack 5p.,29500,Diésel,2020.0,1,130.0,5,Manual,Beige,True
CITROEN,Grand C4 Picasso,CITROEN Grand C4 Picasso 1.6 HDi Exclusive 5p.,4790,Diésel,2008.0,170000,110.0,5,Manual,Marrón,True
PORSCHE,Boxster,PORSCHE Boxster 2.7 2p.,13990,Gasolina,2003.0,151000,228.0,2,Manual,Gris / Plata,True
RENAULT,Mégane,RENAULT Megane Dynamique 1.6 16v 110 E5 5p.,5500,Gasolina,2011.0,162000,110.0,5,Manual,Blanco,False
HYUNDAI,TUCSON,HYUNDAI TUCSON 1.7 CRDi 85kW 115CV BlueDrive Link 4x2 5p.,17900,Diésel,2018.0,46000,115.0,5,Manual,Gris / Plata,True
BMW,Serie 3,BMW Serie 3 320d xDrive Gran Turismo 5p.,17800,Diésel,2015.0,152630,184.0,5,Automático,Beige,True
VOLVO,V60,VOLVO V60 2.0 D4 Momentum 5p.,28900,Diésel,2018.0,29489,190.0,5,Manual,Gris / Plata (Gris Osmium m.C714E),True
SEAT,Ibiza,SEAT Ibiza 1.0 MPI 59kW 80CV Style Plus 5p.,11150,Gasolina,2019.0,7558,80.0,5,Manual,Azul,True
HONDA,HR-V,HONDA HRV 1.5 iVTEC Executive 5p.,18500,Gasolina,2017.0,38563,130.0,5,Manual,Negro,True
SEAT,Ibiza,SEAT Ibiza 1.9 TDI 100cv Sportrider 5p.,6000,Diésel,2007.0,108000,100.0,5,Manual,Negro,False
FIAT,500C,FIAT 500C Lounge 1.2 8v 51KW 69 CV 2p.,11300,Gasolina,2019.0,9860,69.0,2,Manual,Gris / Plata,True
AUDI,Q3,AUDI Q3 Advanced 35 TDI 110kW 150CV S tronic 5p.,38880,Diésel,2020.0,12,150.0,5,Automático,Gris / Plata,True
AUDI,A3,AUDI A3 Sportback 1.6 FSI Attraction 5p.,5700,Gasolina,2006.0,188000,115.0,5,Manual,Gris / Plata,False
DS,DS 4,DS DS 4 1.6 BlueHDi 88kW 120CV Desire 5p.,14130,Diésel,2017.0,29667,120.0,5,Manual,Blanco,True
MAZDA,MX-5,MAZDA MX5 1.6 16v Exclusive 2p.,7800,Gasolina,2001.0,120000,110.0,2,Manual,Gris / Plata,False
PORSCHE,Panamera,PORSCHE Panamera 3.0 TD Tiptronic Platinum Edition 5p.,31000,Diésel,2012.0,185000,250.0,5,Automático,Negro,False
FORD,Fiesta,FORD Fiesta 1.0 EcoBoost 103kW140CV STLine SS 5p 5p.,16500,Gasolina,2020.0,5000,140.0,5,Manual,Blanco,True
LAND-ROVER,Range Rover Sport,LAND-ROVER Range Rover Sport 5.0 V8 SC 386kW Autobiography Dynamic 5p.,95900,Gasolina,2018.0,25900,525.0,5,Automático,Negro,True
AUDI,A5,AUDI A5 Cabrio 2.0 TDI 170cv DPF 2p.,13900,Diésel,2011.0,136000,170.0,2,Manual,Blanco,True
PEUGEOT,108,PEUGEOT 108 Active VTi 52kW 72CV 5p.,8700,Gasolina,2019.0,18936,72.0,5,Manual,Gris / Plata,True
CITROEN,C1,CITROEN C1 PureTech 60KW 82CV City Edition 5p.,8990,Gasolina,2018.0,21100,82.0,5,Manual,Rojo,False
VOLKSWAGEN,Golf,VOLKSWAGEN Golf 2.0 TSI 220cv GTI BMT 5p.,21590,Gasolina,2014.0,89000,220.0,5,Manual,Blanco,False
BMW,X5,BMW X5 xDrive40e iPerformance 5p.,38900,Híbrido enchufable,2017.0,49000,313.0,5,Automático,Gris / Plata,True
RENAULT,Talisman,RENAULT Talisman 1.6 Intens Energy dCi 130 4p.,14250,Diésel,2016.0,110200,130.0,4,Manual,Beige,True
NISSAN,Micra,NISSAN Micra 5p 1.2G 80CV VISIA 5p.,2400,Gasolina,2007.0,120000,80.0,5,Manual,Beige,False
RENAULT,Mégane,RENAULT Megane Zen Tce GPF 103 kW 140CV 5p.,19400,Gasolina,2020.0,1,140.0,5,Manual,Blanco,True
MERCEDES-BENZ,CLA,MERCEDES-BENZ CLA CLA MercedesAMG S 45 4MATIC 4p.,67900,Gasolina,2020.0,2900,422.0,4,Automático,Rojo,True
RENAULT,Mégane,RENAULT Megane SEDAN LUXE PRIVILEGE 1.9DCI 4p.,1990,Diésel,2004.0,220000,120.0,4,Manual,Verde,True
VOLKSWAGEN,Golf,VOLKSWAGEN Golf GTI Performance 2.0 TSI 180kW245CV DSG 5p.,26900,Gasolina,2017.0,88000,245.0,5,Automático,Gris / Plata,True
LAND-ROVER,Range Rover,LAND-ROVER Range Rover 3.0 Td6 HSE 5p.,7000,Diésel,2002.0,310000,177.0,5,Automático,Verde,False
FORD,Focus,FORD Focus 1.8 TDCi Trend 100CV 3p.,1650,Diésel,2003.0,202683,100.0,3,Manual,Gris / Plata,True
FIAT,Doblò Cargo,FIAT Doblo Cargo Cargo Base 1.3 Mjet 66kW 90CV E5,6300,Diésel,2016.0,85230,90.0,3,Manual,Blanco,True
BMW,X1,BMW X1 sDrive18d 5p.,26500,Diésel,2018.0,40213,150.0,5,Automático,Negro,True
JAGUAR,Serie XK,JAGUAR Serie XK XK8 4.2 Coupe 3p.,36500,Gasolina,2009.0,89000,298.0,3,Automático,Gris / Plata,True
MERCEDES-BENZ,Clase SLK,MERCEDES-BENZ Clase SLK SLK 250 2p.,25985,Gasolina,2013.0,38114,204.0,2,Automático,Rojo,True
SKODA,Spaceback,SKODA Spaceback 1.6 TDI CR 105cv Active Spaceback 5p.,7490,Diésel,2013.0,155200,105.0,5,Manual,Blanco,True
NISSAN,X-TRAIL,NISSAN XTRAIL 5 Plazas dCi 96 kW 130 CV NCONNECTA 5p.,24000,Diésel,2018.0,28750,130.0,5,Manual,Negro,True
OPEL,Astra,OPEL Astra 1.6 CDTi SS 136 CV Selective ST 5p.,7900,Diésel,2015.0,153700,136.0,5,Manual,Blanco,True
BMW,Serie 7,BMW Serie 7 745e iPerformance 4p.,103900,Híbrido enchufable,2020.0,2900,394.0,4,Automático,Negro (Carbonschwarz),True
MERCEDES-BENZ,Clase CLA,MERCEDES-BENZ Clase CLA CLA 200 CDI 4p.,22500,Diésel,2014.0,69000,136.0,4,Manual,Blanco,False
TOYOTA,Corolla,TOYOTA Corolla 2.0 180H GRSPORT ECVT 5p.,26100,Híbrido,2020.0,7000,180.0,5,Automático,Rojo,True
SUZUKI,Jimny,SUZUKI Jimny 1.5 JLX 5MT 3p.,26990,Gasolina,2019.0,3924,102.0,3,Manual,Blanco,True
HONDA,Civic,HONDA Civic 1.0 IVTEC TURBO EXECUTIVE 5p.,17890,Gasolina,2017.0,71420,129.0,5,Manual,Azul (Ven y date un CAPRICHO!),True
VOLKSWAGEN,Touareg,VOLKSWAGEN Touareg 3.0 V6 TDI 245 Tiptronic BlueMotion Tech 5p.,23500,Diésel,2012.0,115000,245.0,5,Automático,Gris / Plata,False
MINI,MINI,MINI MINI One 3p.,5800,Gasolina,2007.0,100000,90.0,3,Manual,Rojo,True
KIA,Picanto,KIA Picanto 1.0 CVVT 49kW Concept Pack Comfort 5p.,7990,Gasolina,2018.0,41000,67.0,5,Manual,Negro,True
RENAULT,Clio,RENAULT Clio Authentique 1.2 16v 75 5p.,6300,Gasolina,2013.0,90000,75.0,5,Manual,Negro,True
OPEL,Corsa,OPEL Corsa Enjoy 1.3 CDTi 75 CV 5p.,3950,Diésel,2007.0,155000,75.0,5,Manual,Marrón,True
OPEL,Adam,OPEL Adam 1.2 XEL Jam 3p.,8990,Gasolina,2016.0,83000,70.0,3,Manual,Blanco,True
FORD,Focus,FORD Focus 1.5 Ecoblue 88kW Trend 5p.,24200,Diésel,2019.0,8166,120.0,5,Manual,PN3GZ Blanco (sÃ³lido),True
LEXUS,RX,LEXUS RX 450h President Barras Estabiliz.Activas 5p.,21500,Híbrido,2011.0,138000,299.0,5,Automático,Gris / Plata,True
AUDI,A6,AUDI A6 RS 6 Avant TFSI quattro 5p.,149900,Gasolina,2020.0,50,600.0,5,Automático,Negro,True
OPEL,Corsa,OPEL Corsa 1.5D DT 74kW 100CV Edition 5p.,15500,Diésel,2020.0,0,102.0,5,Manual,Rojo,True
SEAT,León,SEAT Leon 1.0 EcoTSI 85kW StSp Style Visio Ed Nav 5p.,15950,Gasolina,2019.0,25014,115.0,5,Manual,Blanco,True
AUDI,A4,AUDI A4 2.0 TDI 150cv quattro S line edition 4p.,15900,Diésel,2015.0,181000,150.0,4,Manual,Negro,True
DACIA,Sandero,DACIA Sandero Essential 1.0 55kW 75CV  18 5p.,7500,Gasolina,2018.0,44229,75.0,5,Manual,Blanco,True
SKODA,Fabia,SKODA Fabia 1.4 TDi 55KW 75cv Ambition 5p.,8900,Diésel,2017.0,95569,75.0,5,Manual,Blanco,True
BMW,Serie 1,BMW Serie 1 116d EfficientDynamics 5p.,14999,Diésel,2017.0,108570,116.0,5,Manual,Blanco,True
BMW,Serie 3,BMW Serie 3 335i 2p.,24990,Gasolina,2012.0,182000,306.0,2,Automático,Gris / Plata,True
OPEL,Corsa,OPEL Corsa Essentia 1.3 CDTi 75 CV 5p.,3980,Diésel,2007.0,137000,75.0,5,Manual,Negro,True
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A Sedan A 180 d 4p.,33500,Diésel,2020.0,3500,116.0,4,Automático,Negro (Noche),True
LAND-ROVER,Range Rover Evoque,LAND-ROVER Range Rover Evoque 2.2L eD4 150CV 4x2 Dynamic 5p.,16990,Diésel,2012.0,178000,150.0,5,Manual,Blanco,True
AUDI,A6,AUDI A6 Avant 3.0 TDI 245cv quattro S tronic 5p.,14800,Diésel,2013.0,196000,245.0,5,Automático,Gris / Plata,False
SKODA,Octavia,SKODA Octavia 2.0 TSI 180kW 245CV DSG RS 5p.,34773,Gasolina,2020.0,0,245.0,5,Automático,Azul (Azúl Race Metalizado),True
PEUGEOT,e-2008,PEUGEOT e2008 Electrico GT Line 5p.,35900,Eléctrico,2020.0,1,136.0,5,Automático,Azul,True
TOYOTA,Aygo,TOYOTA Aygo 1.0 70 xclusiv 5p.,5499,Gasolina,2016.0,136000,69.0,5,Manual,Azul,False
DS,DS 7 Crossback,DS DS 7 Crossback BlueHDi 132kW 180CV Auto. SO CHIC 5p.,41300,Diésel,2020.0,1,180.0,5,Automático,Blanco (banquise),True
OPEL,Tigra,OPEL Tigra Sport 1.4 2p.,3750,Gasolina,2005.0,190000,90.0,2,Manual,Azul,True
